,,,,0,0,,
Prices are subject to change without prior notice.,,,,0,0,,
E&OE. Valid until 31st March 2023.,Page: 7,,,0,0,,
www.REGALSECURITY.co.za,05/03/2023,,,0,0,,
,,,,0,0,,
Trade Price List,,,,0,0,,
SURVEILLANCE,,,,0,0,,
Our Code,Item Description,,Retail Excl VAT,0,#VALUE!,,
IP CAMERAS - HIKVISION Bullets,,,,0,0,,
CC400,HIK 2MP Mini Bullet Cam 2.8mm EasyIP 1.0,,1951.00,0,2243.65,DS-2CD2021G1-I(2.8mm),
CC400-1,HIK 2MP Dome Cam 2.8mm Lens EasyIP 1.0,,2091.00,0,2404.65,DS-2CD2121G0-I(2.8mm),
CC400-2,HIK 4MP Mini Bullet Cam IR30m EasyIP 1.0,,2198.00,0,2527.7,DS-2CD2041G0-I,
CC401,HIK 2MP Bullet Cam IR60m 2.8-12mm EasyIP,,3830.24,0,4404.776,DS-2CD2621G0-IZS(2.8-12mm),
CC401-1,HIK 2MP Dome Cam IR40m 2.8-12mm EasyIP,,4052.97,0,4660.9155,DS-2CD2721G0-IZS(2.8-12mm),
CC409-AS,2MP AcuSense Bullet Cam - 2.8mm Fixed,,3278.00,0,3769.7,DS-2CD2026G2-IU/SL(2.8mm),
CC409-2TAS,2MP AcuSense Bullet Cam - 6mm Fixed Lens,,3216.29,0,3698.7335,DS-2CD2T26G2-ISU/SL(6mm),
CC409-4TAS,4MP AcuSense Bullet Cam - 4mm Fixed Lens,,3792.00,0,4360.8,DS-2CD2T46G2-ISU/SL(4mm),
CC409-6,HIK IP Cam 2MP Bullet IR 20M - 4mm IP66,,2926.17,0,3365.0955,DS-2CD2026G2-I  4mm,
CC409-16,HIK IP Cam 2MP Bullet IR 30M 2.8mm IP67,,2972.00,0,3417.8,DS-2CD2026G2-I,2.8mm
CC409-8,HIK IP Cam 2MP EXIR Bullet 50M 6mm IP66,,3369.00,0,3874.35,DS-2CD2T26G2-2I(6mm),
CC409-10,HIK IP Cam 2MP EXIR Bullet 80M 6mm IP66,,3521.00,0,4049.15,DS-2CD2T26G2-4I 6mm,
CC409-14,2MP ColorVu - Acusense Bullet 4mm Fixed,,3960.00,0,4554,DS-2CD2T27G2-L  4mm,
CC409-15,4MP ColorVu - AcuSense Bullet 4mm Fixed,,4355.00,0,5008.25,DS-2CD2T47G2-L(4mm),
CC409-16,HIK IP Cam 2MP Bullet IR 30M 2.8mm IP67,,2972.00,0,3417.8,DS-2CD2026G2-I,2.8mm
CC409-17,2MP ColorVu - AcuSense Mini Bullet 2.8mm,,3257.32,0,3745.918,DS-2CD2027G2-L(2.8mm),
CC409-18,4MP ColorVu - AcuSense Mini Bullet 2.8mm,,3756.98,0,4320.527,DS-2CD2047G2-L(2.8mm),
CC409-W,2MP AcuSense Bullet - IR 30m - 2.8mm,,3038.99,0,3494.8385,DS-2CV2026G0-IDW(2.8mm),
CC410-2,HIK IP Cam 2MP Bullet,50m MVF 2.8-12mm,5544.62,#VALUE!,6376.313,DS-2CD2626G2-IZS(2.8-12mm),
CC410-2B,HIK IP Cam 2MP Bullet IR 50M MVF 2.8-12m,,5209.07,0,5990.4305,,DS-2CD2625FWD-IZS(Black) (2.8-12mm)
CC410-AS,2MP AcuSense Bullet Camera - MVF 2.8-12m,,5269.15,0,6059.5225,,DS-2CD2626G2-IZSU/SL (2.8-12mm)
CC410-4,HIK IP Cam 4MP Bullet IR 50m MVF 2.8-12m,,17378.00,0,19984.7,DS-2CD5A46G0-IZ/UH,
CC406,HIK IP Cam 4MP Darkfighter Bullet IR30m,,3479.00,0,4000.85,DS-2CD2046G2-IU/SL(2.8mm),
CC406-1,HIK IP Cam 4MP AcuSense Bullet IR60m,,3582.00,0,4119.3,DS-2CD2T46G2-2I 6mm,
CC406-2,HIK IP Cam 4MP AcuSense Bullet IR80m,,3726.21,0,4285.1415,DS-2CD2T46G2-4I(6mm),
CC406-3,HIK IP Cam 4MP Darkfighter Bullet IR50m,,7163.00,0,8237.45,,DS-2CD2646G2-IZSU/SL 2.8-12mm
CC406-10,8MP Bullet Camera - IR 30m - 4mm Fixed L,,4052.00,0,4659.8,DS-2CD2085G1-I(4mm),
CC406-11,8MP Bullet Camera - IR 50m - MVF 2.8-12m,,8492.00,0,9765.8,,DS-2CD2686G2-IZS(2.8mm-12mm)
CC406-12,8MP EXIR Bullet Camera - IR 80m - 6mm Fi,,5128.00,0,5897.2,DS-2CD2T86G2-4I(6mm),
CC406-B,4MP AcuSense Bullet Cam - IR 40m - 2.8mm,,3247.06,0,3734.119,,DS-2CD2046G2-IU (2.8mm) (Black)
CC409-W,2MP AcuSense Bullet - IR 30m - 2.8mm,,3038.99,0,3494.8385,DS-2CV2026G0-IDW(2.8mm),
CC513,HIK 7L IP Cam 2MP Bullet DL ANPR MVF,,11147.00,0,12819.05,,iDS-2CD7A26G0/P-IZHS(2.8-12mm)
CC513-2,HIK 7L IP Cam 2MP Bullet DL ANPR 8-32mm,,13257.00,0,15245.55,iDS-2CD7A26G0/P-IZHS(8-32mm),
CC513-6,2MP ANPR Bullet Cam - IR 50m - MVF,,13186.00,0,15163.9,,iDS-2CD7A26G0/P-IZHSY(2.8-12mm)
CC515,HIK 4MP Smart Bullet Cam IR 200m - MVF,,15732.72,0,18092.628,iDS-2CD7A45G0-IZS(4.7-118mm),
IP CAMERAS - HIKVISION Domes,,,,0,0,,
CC400-1,HIK 2MP Dome Cam 2.8mm Lens EasyIP 1.0,,2091.00,0,2404.65,DS-2CD2121G0-I(2.8mm),
CC400-3,HIK 4MP Mini Dome Cam IR30m EasyIP 1.0,,2170.00,0,2495.5,,-
CC401-1,HIK 2MP Dome Cam IR40m 2.8-12mm EasyIP,,4052.97,0,4660.9155,DS-2CD2721G0-IZS(2.8-12mm),
CC407-2,HIK IP Cam 2MP Mini Dome IR 10M 2.8mm,,3641.00,0,4187.15,DS-2CD2526G2-IS 2.8mm,
CC407-5,4MP Darkfighter Mini Dome Camera - IR 10,,4054.00,0,4662.1,DS-2CD2546G2-IS(2.8mm),
CC408-AS,2MP AcuSense Dome Cam - 4mm Fixed Lens,,3002.36,0,3452.714,DS-2CD2126G2-ISU(4mm),
CC408-6,HIK IP Cam 2MP Dome IR 30M - 4mm - IP67,,3185.00,0,3662.75,DS-2CD2126G2-ISU(4mm),
CC408-9,HIK IP Cam 2MP Dome IR 30m MVF 2.8-12mm,,6162.00,0,7086.3,DS-2CD2726G2-IZS(2.8-12mm),
CC408-11,HIK IP Cam 2MP Dome IR 30M - 2.8mm IP67,,3170.00,0,3645.5,DS-2CD2126G2-ISU(2.8mm),
CC408-14,4MP AcuSense Dome Cam IR 30m 2.8mm Lens,,3430.00,0,3944.5,DS-2CD2146G2-ISU(2.8mm),
CC408-14B,4MP AcuSense Dome Cam - IR 30m - 2.8mm,,3080.02,0,3542.023,,DS-2CD2146G2-ISU (2.8mm) (Black)
CC408-15,4MP AcuSense Dome Cam IR 30m MVF 2.8-12m,,6492.00,0,7465.8,DS-2CD2746G2-IZS(2.8-12mm),
CC408-16,4MP AcuSense Dome Camera - IR 30m - 4mm,,2927.63,0,3366.7745,DS-2CD2146G2-ISU(4mm),
CC408-20,8MP Dome Camera - IR 30m - 2.8mm Fixed L,,4392.91,0,5051.8465,DS-2CD2186G2-I(2.8mm),
CC408-21,8MP Dome Camera  - IR 30m - MVF 2.8-12mm,,7887.61,0,9070.7515,DS-2CD2786G2-IZS(2.8-12mm),
CC408-23,Hik 2MP ColorVu Dome Cam 2.8mm IP67 IK10,,3593.00,0,4131.95,DS-2CD2127G2-SU (2.8mm,
CC435-4,2MP AcuSense Turret Cam - IR 30m- 2.8mm,,2603.00,0,2993.45,,DS-2CD2326G2-I(2.8mm)(D)(O-STD)
WiFi CAMERAS - HIKVISION,,,,0,0,,
CC599,Wi-Fi Bullet Camera C3TN 3MP 2.8mm Lens,,1396.00,0,1605.4,CS-C3TN-A0-1H3WKFL,
CC599-1,Wi-Fi PT Camera C6N 2MP 4mm Lens,,964.00,0,1108.6,CS-C6N-R101-1G2WF,
CC599-2,Wi-Fi Flood Light Camera LC1C 2MP,,3611.00,0,4152.65,CS-LC1C-A0-1F2WPFRL,
CC599-3,Wi-Fi Bullet Camera C3W 4MP 2.8mm Lens,,2235.00,0,2570.25,CS-C3W-A0-1F4WFL,
CC599-4,Wi-Fi Battery Powered Camera BC1C 2MP,,3028.00,0,3482.2,CS-BC1C-A0-2C2WPBDL,
CC599-5,Wi-Fi PT Camera Outdoor C8C 2MP 4mm Lens,,1973.00,0,2268.95,CS-C8C-A0-1F2WFL1,
CC599-6,Wi-Fi Door Light Camera LC3 4MP,,2807.00,0,3228.05,CS-LC3-A0-8B4WDL,
CC599-7,Solar Panel,,813.00,0,934.95,CS-CMT-SOLAR PANEL-C,
CC599-8,Wi-Fi PT Camera C8PF Dual-Lens 2MP,,2794.00,0,3213.1,CS-C8PF-A0-6E22WFR(2.8mm),
CC599-9,Wi-Fi Battery Powered Video Doorbell DB2,,3024.00,0,3477.6,CS-DB2-A0-2C5WPB,
CC599-10,Wi-Fi Battery Powered Camera CB3 2MP,,2356.00,0,2709.4,CS-CB3-R100-2D2WFL,
CC599-11,Wi-Fi PT Battery Powered Camera HB8,,3814.00,0,4386.1,CS-HB8-R100-2C4WDL,
Prices are subject to change without prior notice.,,,,0,0,,
E&OE. Valid until 31st March 2023.,,,,0,0,,Page: 8
,,,www.REGALSECURITY.co.za,0,#VALUE!,,05/03/2023
,,,,0,0,,
Trade Price List,,,,0,0,,
SURVEILLANCE,,,,0,0,,
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,
,IP CAMERAS - Deep In View,,,0,0,,
CC444,HIK Dual Lens People Counting Cam 2.0mm,20439.20,13949.00,23505.08,16041.35,,
CC500,Hikvision 2MP Facial Capture Dome Cam,12188.21,8318.00,14016.4415,9565.7,,
CC500-1,Hikvision 2MP Facial Capture Dome Cam,12683.47,8656.00,14585.9905,9954.4,,
CC501,Hikvision 2MP Facial Capture Bullet Cam,13209.51,9015.00,15190.9365,10367.25,,
,,,,0,0,,
CC501-1,Hikvision 2MP Facial Capture Bullet Cam,16343.74,11154.00,18795.301,12827.1,,
CC504,4MP Facial Recognition Camera IR30m,11934.71,8145.00,13724.9165,9366.75,,
CC504-1,HIK 4MP Facial Recognition Dome IR50m,13198.00,9017.00,15177.7,10369.55,,
,IP CAMERAS - HIKVISION Other,,,0,0,,
CC428-1,"HIK Cam IP 1/3"" 6MP CMOS WDR Fisheye",17385.00,11881.00,19992.75,13663.15,,
CC428-2,HIK IP Cam 5MP Fisheye IR 8m - 1.05mm,4509.00,3081.00,5185.35,3543.15,,
CC428-4,"HIK IP Cam 1/3""CMOS 2mm 12MP WDR Fisheye",19016.00,12992.00,21868.4,14940.8,,
CC439-2,IP Camera LPinhole Covert 2 MP,7065.00,4828.00,8124.75,5552.2,,
CC700,4MP Solar Power Bullet Camera - Incl 4G,7868.56,5370.00,9048.844,6175.5,,
,THERMAL NETWORK CAMERAS,,,0,0,,
CC348,HIK Thermal Bullet 7mm 384 x 288 - IP67,58304.99,39791.00,67050.7385,45759.65,,
CC349,HIK Thermal Bullet 10mm 384 x 288 - IP67,53334.76,36399.00,61334.974,41858.85,,
CC350,HIK Thermal Bullet Cam 384 x 288 15mm,54220.00,37055.00,62353,42613.25,,
CC351,HIK Thermal Bullet Cam 384 x 288 25mm,60584.00,41404.00,69671.6,47614.6,,
CC351-1,Thermal Bullet Cam 384 x 288 Res 35mm,65938.00,45063.00,75828.7,51822.45,,
CC352,HIK Thermal Bullet Cam 640 x 512 15mm,104949.28,71624.00,120691.672,82367.6,,
CC353,HIK Thermal Bullet Cam 640 x 512 25mm,104949.28,71624.00,120691.672,82367.6,,
CC354,HIK Thermal Dual Lens Bullet Cam - 25mm,68670.39,46865.00,78970.9485,53894.75,,
On,,,,0,0,,
CC355,HIK Thermal Dual Lens Bullet CaM - 50mm,123536.37,84309.00,142066.8255,96955.35,,
,,,Request,0,#VALUE!,,
