regalCode,description,Retail Excl VAT,Trade Excl VAT,trade,retail,subcategory,category
Trade Price List,,,,0,0,,aut
GATE AUTOMATION,,,,0,0,,aut
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,aut
NICE - GATE MOTORS,,,,0,0,,aut
GA02,Nice Drive 300 Gate Motor  incl Battery,4031,2795,4635.65,3214.25,,aut
RGA06,Nice Drive 500 12V Mag Limit Trf Plug In,4425,3871.1,5088.75,4451.765,,aut
RGA08,Nice Drive 600 Mag Limit ACDC,6274,4350.24,7215.1,5002.776,,aut
GA01,Nice Drive 1000 Gate Motor Kit incl Batt,10536,7375,12116.4,8481.25,,aut
GA01-5,Nice RUN 2500 Sliding Gate Motor Only,15382,12920.25,17689.3,14858.2875,,aut
GA01-4,Nice TUB 4000 Sliding Gate Motor Only,24903,20918.5,28638.45,24056.275,,aut
GA08,Nice 500 - ACDC Gate Motor Incl 2 x Tx,5275,4430.8,6066.25,5095.42,,aut
SP51,Nice 500 - 12V Gate Motor Kit Nylon Rack,5021,4217.4,5774.15,4850.01,,aut
SP55,ET500 - ACDC Gate Motor Kit - 4m Rack,5619,3933,6461.85,4522.95,,aut
SP56,ET500 - ACDC Gate Motor Kit - Nylon Rack,5719,4803.15,6576.85,5523.6225,,aut
SP58,Nice Drive 300 Motor Kit inc Batt & Rack,3781,3175.55,4348.15,3651.8825,,aut
SP59-1,Nice Drive 500 Motor Kit inc Batt & Rack,6200,4298.55,7130,4943.3325,,aut
SP61-1,Nice Drive 600 Motor Kit inc Batt & Rack,5529,4837.35,6358.35,5562.9525,,aut
SP57,ET Drive 1000 Motor Kit incl Batt & Rack,8880,7769.2,10212,8934.58,,aut
,NICE GENERAL ACCESSORIES,,,0,0,,aut
GA29-1,Nice Drive 500-600 Theft Resistant Brack,1036,870.24,1191.4,1000.776,,aut
GA29-3,Nice AC-DC Cover Incl Theft BrackNice Re,380,318.55,437,366.3325,,aut
GA29-4,Nice AC-DC Cover Incl Theft BrackNice Gr,387,324.45,445.05,373.1175,,aut
GA29-5,Nice Drive 1000 Theft Deterrent Bracket,1391,964.39,1599.65,1109.0485,,aut
GA29-6,Nice Drive 500 Cover Only,233,195.5,267.95,224.825,,aut
GA29-7,Nice Drive 600 Cover Only,233,195.5,267.95,224.825,,aut
GA29-10,Nice Drive 500 Gate Motor Base Plate Kit,190,159.52,218.5,183.448,,aut
GA107-13,Nice Drive 500-600 PCB in Housing,1433.4,1003.33,1648.41,1153.8295,,aut
GA107-18,Nice Drive 300 PCB,855,718.13,983.25,825.8495,,aut
GA107-4,Nice 500 Control Cards,1140,957.6,1311,1101.24,,aut
GEMINI GATE MOTORS,,,,0,0,,aut
RGA85,Gemini DC Slider Battery & Remotes Only,4229.22,3524.1,4863.603,4052.715,,aut
RGA85-1,Gemini DC Slider Motor Only,4119,2786,4736.85,3203.9,,aut
GA85,Gemini DC Slider Kit Batt Remotes & Rack,4499,3725,5173.85,4283.75,,aut
RGA86-1,Gemini DC Slider SEL 12A-H 142 Excl Stee,4988,3399,5736.2,3908.85,,aut
GA86-1,Gemini DC Slider SEL 12A-H 142 incl Rack,4618.65,3848.87,5311.4475,4426.2005,,aut
GA86-2,Gemini Slider Gate Motor 24V 5AH excl St,4656.95,3880.79,5355.4925,4462.9085,,aut
GA86-3,Gemini Complex Slider Gate Motor 24V 8AH,7959.69,6122.83,9153.6435,7041.2545,,aut
DACE GATE MOTORS,,,,0,0,,aut
SP90-1,DACE SPRINT 500 Sliding Motor HV Kit,4759.74,3388.93,5473.701,3897.2695,,aut
SP91,DACE CONDO Gate Motor Kit Incl Rack,5954.02,4364.3,6847.123,5018.945,,aut
GA111-1,DACE 12V Single Swing Pedestal Mnt Kit,5152.16,4121.73,5924.984,4739.9895,,aut
GA112-1,DACE 12V Single Swing Wall Mount Kit,5107.31,4085.85,5873.4065,4698.7275,,aut
,NICE-HANSA - SLIDING GATE MOTORS,,,0,0,,aut
GA53-2,HANSA SPEEDO 24V HD + 4m Steel Rack,12497,10496.7,14371.55,12071.205,,aut
GA53-6,HANSA SPEEDO 24V HD Incl Powerpack,12858,9000,14786.7,10350,,aut
GA230,"NICE ROBUS 250 Motor, Incl 24VDC Battery",3839,2687,4414.85,3090.05,,aut
,NICE-HANSA - SWING GATE MOTORS,,,0,0,,aut
GA67-5,HANSA - Elite Double Swing 24V HD kit,35685,29975,41037.75,34471.25,,aut
GA222,NICE TOONA 7m Double Swing 24VDC,22525,18921,25903.75,21759.15,,aut
,,,,0,0,,aut
Prices are subject to change without prior notice.,,,,0,0,,aut
E&OE. Valid until 31st March 2023.,Page: 22,,,0,0,,aut
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,aut
,,,,0,0,,aut
Trade Price List,,,,0,0,,aut
GATE AUTOMATION,,,,0,0,,aut
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,aut
,SENTRY - SLIDING GATE MOTOR,,,0,0,,aut
GA134,Sentry SGO6 Gate Motor Kit Batt + 2x Tx4,4000,3100,4600,3565,,aut
SP134,"Sentry SGO6 Motor Kit 2 x Tx4 Batt, Rack",5000,3499,5750,4023.85,,aut
GA134-9,Sentry SGO6 Motor Theft Deterrent Cage,711,514,817.65,591.1,,aut
GATE BEAMS,,,,0,0,,aut
BD06,GATE BEAM - Centurion 40M,460,322,529,370.3,,aut
BD09,GATE BEAM - Centurion PHOTON Wireless,912.86,639,1049.789,734.85,,aut
BD09-1,GATE BEAM - Centurion PHOTON Smart WL,954.29,668,1097.4335,768.2,,aut
BD05-2,GATE BEAM Nice Wave Semi-Wireless IR,564,473.27,648.6,544.2605,,aut
BD08-1,GATE BEAM Nice Infra Red Blue Eyes V2,351,294.84,403.65,339.066,,aut
BD05-4,GATE BEAM - Sentry 15M Wireles IP55,590,399,678.5,458.85,,aut
LOOP DETECTORS,,,,0,0,,aut
GA31-1,Loop Detector - 11 Pin Socket,65,45,74.75,51.75,,aut
GA31-3,Loop Detector - Single Channel 220V SS,570,399,655.5,458.85,,aut
GA31-4,Loop Detector - Dual 12 - 24VDC SS,856,599,984.4,688.85,,aut
GA31-6,Loop Detector - Single Channel 12V MD201,449,377.14,516.35,433.711,,aut
GA31-7,Loop Detector - FLUX SA 1Ch 12-24V AC-DC,705.71,494,811.5665,568.1,,aut
GA31-8,Loop Detector - FLUX 11 Pin 1Ch 12-24V,984.29,689,1131.9335,792.35,,aut
CB64,Cable Silicon 1.5mm Red - 100m - Loop,789,552,907.35,634.8,,aut
,INSTALLATION ACCESSORIES,,,0,0,,aut
GA26-4,D5 Theft Resistant Cage - Generic,713,499,819.95,573.85,,aut
LK79-3,Padlock - Insurance 70mm,385,269,442.75,309.35,,aut
LK79-4,Padlock - Discus 70mm,170,118.5,195.5,136.275,,aut
LK79-3-1,Padlock - Insurance 90mm,520,364,598,418.6,,aut
,,,,0,0,,aut
GA30,Gate Wheel Kit - 60mm  - V-Profile,231,161.2,265.65,185.38,,aut
GA30-2,Gate Wheel Kit - 60mm E-Plated,242,169.1,278.3,194.465,,aut
GA42,Gate Wheel Kit - 80mm  - V-Profile,296,207,340.4,238.05,,aut
GA42-1,Gate Wheel Kit - 80mm E-Plated,318,222.4,365.7,255.76,,aut
GA42-2,Gate Wheel Kit - 80mm U - Profile Elect,329,229.8,378.35,264.27,,aut
GA42-3,Gate Wheel Kit - 80mm Radius,307,214.4,353.05,246.56,,aut
GA42-4,Gate Wheel Kit - 100mm,692,484.4,795.8,557.06,,aut
GA42-6,Gate Shox Wheel Set 80mm Stainless Steel,2287.14,1601,2630.211,1841.15,,aut
GA33,Gate Nylon Guide Rollers - Pair,45,31.2,51.75,35.88,,aut
,Radius and Electro plated Wheel kit types also available,,,0,0,,aut
GA40,Rack-Steel 30x10mmx2m incl Brackets,388,284,446.2,326.6,,aut
GA39,Rack - RAZ Nylon 20mm x 0.5m,91.43,64,105.1445,73.6,,aut
GA18-1,Rack - Nylon Angle Galvanised - 2m,270,189,310.5,217.35,,aut
GA131,Sherlo Gate Alarm Code Hopping Tx 403MHz,351,245.56,403.65,282.394,,aut
GA132,Swing Gate Timer,423.65,319.2,487.1975,367.08,,aut
GA33-2,Gate Mate Brushes (Mr Sweepy),189,132,217.35,151.8,,aut
SW98,Isolator Switch 30Amp with W-Proof S-Box,219,152.9,251.85,175.835,,aut
,CENTURION - SOLAR ACCESSORIES,,,0,0,,aut
PS81,Solar Panel 40W Polycrystalline 18.2V 46,715,500,822.25,575,,aut
PS81-1,Solar Panel 60W 18.2V 630x670x30mm,1029,720,1183.35,828,,aut
PS81-2,Solar Panel 80W 18.2V 915x670x30mm,1150,910,1322.5,1046.5,,aut
PS83-3,Universal Solar Panel Brkt Kit 20W-80W,1357,949.6,1560.55,1092.04,,aut
PS45,Solar Regulator 12V-24V 20Amp,688,481,791.2,553.15,,aut
,,,,0,0,,aut
Prices are subject to change without prior notice.,,,,0,0,,aut
E&OE. Valid until 31st March 2023.,Page: 23,,,0,0,,aut
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,aut
,,,,0,0,,aut
Trade Price List,,,,0,0,,aut
GATE AUTOMATION,,,,0,0,,aut
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,aut
,REMOTES - Standard Range,,,0,0,,aut
SW44-1,Nice Tx 1 Button - Blu-Mix Rolling Code,160,110.61,184,127.2015,,aut
SW44-2,Nice Tx 2 Button - Blu-Mix Rolling Code,187,130.43,215.05,149.9945,,aut
SW44-4,Nice Tx 4 Button - Blu-Mix Rolling Code,156,141.88,179.4,163.162,,aut
SW44-6,Nice Tx 6 Button - Blu-Mix Rolling Code,165,149.54,189.75,171.971,,aut
SW56,Smart - 1 Button Tx 433 MHz,243.33,146,279.8295,167.9,,aut
SW56-6,Smart - 2 Button Tx 433 MHz,285,171,327.75,196.65,,aut
SW56-8,Smart - 4 Button Tx 433 MHz,355,213,408.25,244.95,,aut
SW56-1,Classic - 1 Button Tx 403 MHz,228.33,137,262.5795,157.55,,aut
SW56-1-1,Classic - 2 Button Tx 403 MHz,235,141,270.25,162.15,,aut
SW58-1,NOVA V3 1 Button SG Transmitter 433MHz,191.67,115,220.4205,132.25,,aut
SW58-2,NOVA V3 2 Button SG Transmitter 433MHz,250,150,287.5,172.5,,aut
SW58-4,NOVA V3 4 Button SG Transmitter 433MHz,308.33,185,354.5795,212.75,,aut
SW107,Sentry - 1 Button Tx Binary (403),152,98,174.8,112.7,,aut
SW107-1,Sentry - 3 Button Tx Binary (403),179,115,205.85,132.25,,aut
SW107-11,Sentry - 1 Button Tx Learn (403),147,95,169.05,109.25,,aut
SW107-12,Sentry - 3 Button Tx Learn (403),162,104,186.3,119.6,,aut
SW107-1-1,Sentry - 4 Button Tx Learn (403),197,111,226.55,127.65,,aut
SW107-13,Sentry - 4 Button Dual Tx Learn (Green),240,135,276,155.25,,aut
SW107-21,Sentry - 4 Button Code Hopping Tx 433 NC,216,122,248.4,140.3,,aut
SW107-22,Sentry - 6 Button Code Hopping Tx 433 NC,247,158,284.05,181.7,,aut
SW107-31,Sentry - 1 Button Code Hopping Tx 403 SC,152,98,174.8,112.7,,aut
SW107-34,Sentry - 4 Button Code Hopping Tx 403 SC,216,122,248.4,140.3,,aut
SW107-36,Sentry - 6 Button Code Hopping Tx 403 SC,247,158,284.05,181.7,,aut
SW81,Sherlo Tx 1 Button Code Hopping Key Ring,136,94.89,156.4,109.1235,,aut
SW81-1,Sherlo Tx 2 Button Code Hopping Key Ring,153,107.05,175.95,123.1075,,aut
SW81-3,Sherlo Tx 4 Button Code Hopping Key Ring,160,111.92,184,128.708,,aut
SW81-6,Sherlo Tx 6 Button Code Hopping Key Ring,167,116.8,192.05,134.32,,aut
SW84,Sherlo 6 Button Glow-in-Dark Keyring Tx,176,122.82,202.4,141.243,,aut
SW131,Digi - Tx 4 Button E-Key,260,182,299,209.3,,aut
SW23,MTQ 1 Button Tx Code Hop 433Mhz,132.41,110.34,152.2715,126.891,,aut
SW24,MTQ 3 Button Tx Code Hop 433Mhz,137.18,114.32,157.757,131.468,,aut
,,,,0,0,,aut
Prices are subject to change without prior notice.,,,,0,0,,aut
E&OE. Valid until 31st March 2023.,Page: 24,,,0,0,,aut
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,aut
,,,,0,0,,aut
Trade Price List,,,,0,0,,aut
GATE AUTOMATION,,,,0,0,,aut
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,aut
RECEIVERS - Standard Range,,,,0,0,,aut
SW42-2,Nice Rx 1 Channel - Learn 404MHz 40Bit,265,183.18,304.75,210.657,,aut
SW42-5,Nice Rx 1Channel - Rolling Code (434) Bl,260,179.76,299,206.724,,aut
SW42-7,Nice Multi-Receiver RX3 (TH ASSEMBLY),279,253.03,320.85,290.9845,,aut
SW43-2,Nice Micro Blu Mix Rolling Code Rx2,137,124.07,157.55,142.6805,,aut
SW45,Smart - 1 Channel Receiver 433 MHz,518.33,311,596.0795,357.65,,aut
SW46-2,Nova - 1 Channel Receiver 433 MHz,473.33,284,544.3295,326.6,,aut
SW46-3,Nova - 2 Channel Receiver 433 MHz,690,414,793.5,476.1,,aut
SW46-4-1,Nova - 4 Channel Receiver 433 MHz,823.33,494,946.8295,568.1,,aut
SW72-2,Sherlo Rx 1Ch 150m Code Hopping RX1-150,244,170.34,280.6,195.891,,aut
SW80-1,Sherlo Rx 2Ch 150m Code Hopping RX2-150,280,195.37,322,224.6755,,aut
SW72-5,Sherlo Rx 3Ch 150m Code Hopping RX3-150,301,210.58,346.15,242.167,,aut
SW108-3-1,Sentry - 1Ch Rx Binary- Trinary- French,226,133,259.9,152.95,,aut
SW132,Digi - 1 Channel Receiver E-Key,665,467,764.75,537.05,,aut
,TRANSMITTERS - Fixed - Standard Range,,,0,0,,aut
SW60,Centurion WiZo Link 12-24V 1 IO V1 TxR,615.93,430.4,708.3195,494.96,,aut
SW82-5,Sherlo Fixed Wireless Waterproof Tx CH,285,198.87,327.75,228.7005,,aut
SW82-6,Sherlo Elegant Wallmount Tx 100m 403MHz,216,151.11,248.4,173.7765,,aut
SW83,Sherlo 2 Channel PIR Transmitter PIR-TX,368,257.36,423.2,295.964,,aut
SW43-1,Nice Micro Blu Mix Rolling Code Tx2,141,127.55,162.15,146.6825,,aut
SW24-1,MTQ Gemini Wall Console Tx3 Code Hop 433,150.21,126.22,172.7415,145.153,,aut
TOWNHOUSE RECEIVERS,,,,0,0,,aut
SW80-9,Sherlo Rx 4000 User Complex Code Hopping,860,601.31,989,691.5065,,aut
SW108-8,Sentry - Complex Rx (1000ch),578,385,664.7,442.75,,aut
,,,,0,0,,aut
Prices are subject to change without prior notice.,,,,0,0,,aut
E&OE. Valid until 31st March 2023.,Page: 25,,,0,0,,aut
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,aut
,,,,0,0,,aut
Trade Price List,,,,0,0,,aut
GATE AUTOMATION,,,,0,0,,aut
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,aut
,REMOTES & RECEIVERS - Long Range,,,0,0,,aut
SW102,MAMI - RKU TG1 Tx 1Km,1015,680,1167.25,782,,aut
SW94-1,MAMI - 4 Ch Fixed Rx 1-3Km,2344,1570,2695.6,1805.5,,aut
SW95,MAMI - Aerial Folded Hog,407.2,285,468.28,327.75,,aut
SW135,Sherlo Tx 4 Ch 1.5Km Code HoppingS4,557,389.56,640.55,447.994,,aut
SW54,Sherlo Kit 200M L-Range SS5002,794,555.69,913.1,639.0435,,aut
SW55-1,Sherlo Tx 1Button Trinary ST4001P,201,140.39,231.15,161.4485,,aut
SW72,Sherlo 1Ch 500m Stand Alone Transmitter,255,178.26,293.25,204.999,,aut
SW80,Sherlo Rx 1Ch 500m Code Hopping RX1-500,435,304.16,500.25,349.784,,aut
SW80-4,Sherlo Rx 4Ch 500m Code Hopping RX4-500,470,328.5,540.5,377.775,,aut
SW81-7,Sherlo Tx 1 Button Code Hopping Pendant,155,108.27,178.25,124.5105,,aut
SW88-2,Sherlo Repeater Code Hopping RPT1-800,1217,851.21,1399.55,978.8915,,aut
SW43-6,Nice Weatherproof 2 Ch Long Range Tx,325,295.19,373.75,339.4685,,aut
SW43-7,Nice Weatherproof 2 Ch Long Range Rx,301.55,241,346.7825,277.15,,aut
SW71,Nice Tx 3 Ch O-Door High Power RC Dual 4,391,355.17,449.65,408.4455,,aut
SW43,Nice 1Ch Weatherproof Transceiver Repeat,451,315.37,518.65,362.6755,,aut
SW108-10,Sentry - M5 Superhet Receiver Module,150,113,172.5,129.95,,aut
SW108-17,Sentry - 4 Ch Long Range Transmitter 433,378,243,434.7,279.45,,aut
SW108-18,Sentry - 1 Ch Long Range Receiver 433,378,243,434.7,279.45,,aut
,REMOTES & RECEIVERS - Other,,,0,0,,aut
SW108-11,Sentry - 220V Light Rx Tx incl 1x4 BtnTx,800,580,920,667,,aut
SW108-12,Sentry - 12V Light Rx Tx Incl 1x4 Btn Tx,580,421,667,484.15,,aut
SW88-1,Sherlo 14 Channel Module 64 User,1043,729.99,1199.45,839.4885,,aut
SW72-3,Sherlo Rx Data Code HoppingASKDRX,452,316.33,519.8,363.7795,,aut
CP04-2,Sherlotronics Fixed Panic Panel Only,995,695.95,1144.25,800.3425,,aut
,,,,0,0,,
Prices are subject to change without prior notice.,,,,0,0,,
E&OE. Valid until 31st March 2023.,Page: 26,,,0,0,,
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,
,,,,0,0,,
Trade Price List,,,,0,0,,
INTRUSION,,,,0,0,,
,,,,0,0,,
INTRUSION,,,,0,0,,
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,
,CONTROL PANELS AND MODULES,,,0,0,,
CP422B,Ajax Hub Plus black,7795.9,4610.1,8965.285,5301.615,,intr
CP422W,Ajax Hub Plus white,7723,4583,8881.45,5270.45,,intr
CP423B,Ajax Hub 2 Plus Black 200 Devices LTE Wi,8919.2,5237.7,10257.08,6023.355,,intr
CP423W,Ajax Hub 2 Plus white,8445.5,4959.5,9712.325,5703.425,,intr
CP424W,Ajax Hub 2 4G White,7793.2,4608.5,8962.18,5299.775,,intr
CP450W,Ajax StarterKit Cam Plus - Hub 2p + Moti,14033.9,8298.9,16138.985,9543.735,,intr
CP430W,Ajax Keypad white,2264.5,1334,2604.175,1534.1,,intr
CP430B,Ajax Keypad black,2248,1334,2585.2,1534.1,,intr
CP431B,Ajax Keypad Plus Black,2681,1574.4,3083.15,1810.56,,intr
CP431W,Ajax Keypad Plus White,2681,1574.4,3083.15,1810.56,,intr
CP440B,Ajax ReX black,2821,1674,3244.15,1925.1,,intr
CP440W,Ajax ReX white,2832.4,1674.9,3257.26,1926.135,,intr
CP441B,Ajax MultiTransmitter,3545.7,2096.7,4077.555,2411.205,,intr
CP442B,Ajax ReX 2 Repeater 220VAC or 12VDC 12V,3933,2334,4522.95,2684.1,,intr
CP442W,Ajax ReX 2 Repeater 220VAC or 12VDC 12V,3933,2334,4522.95,2684.1,,intr
CP443B,Ajax VHF Bridge Black,2841.3,1299,3267.495,1493.85,,intr
CP443W,Ajax VHF Bridge White,3005,1777,3455.75,2043.55,,intr
,"REMOTE CONTROLS, RELAYS, SWITCHES AND TRANSMITTERS",,,0,0,,intr
SW420B,Ajax Button black,705,418,810.75,480.7,,intr
SW420W,Ajax Button white,710.3,420,816.845,483,,intr
SW421B,Ajax Holder for Button-DoubleButton blac,131.4,77.7,151.11,89.355,,intr
SW421W,Ajax holder for Button,112,66,128.8,75.9,,intr
SW422B,Ajax Tag Black,134.4,78.9,154.56,90.735,,intr
SW422W,Ajax Tag White,134.4,78.9,154.56,90.735,,intr
SW424B,Ajax SpaceControl black,708.3,420.1,814.545,483.115,,intr
SW424W,Ajax SpaceControl white,710.5,420.1,817.075,483.115,,intr
SW425B,Ajax Card Black (10Pcs),1232.8,723.9,1417.72,832.485,,intr
SW426,Ajax Relay,1059.5,626.5,1218.425,720.475,,intr
SW427,Ajax Transmitter,1134.2,670.7,1304.33,771.305,,intr
SW423B,Ajax WallSwitch black,937.1,550.3,1077.665,632.845,,intr
SW428W,Ajax Socket white,1687,1001,1940.05,1151.15,,intr
SW429B,Ajax LeaksProtect Black,1072.4,629.8,1233.26,724.27,,intr
SW429W,Ajax LeaksProtect white,1072.4,629.8,1233.26,724.27,,intr
SW430,Ajax ocBridge Plus,1398.1,821.1,1607.815,944.265,,intr
SW431,Ajax uartBridge,726.6,426.7,835.59,490.705,,intr
,,,,0,0,,intr
Prices are subject to change without prior notice.,,,,0,0,,intr
E&OE. Valid until 31st March 2023.,Page: 27,,,0,0,,intr
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,intr
,,,,0,0,,intr
Trade Price List,,,,0,0,,intr
INTRUSION,,,,0,0,,intr
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,intr
POWER SUPPLY MODULES,,,,0,0,,intr
PS420,Ajax 12V PSU for Hub-Hub Plus -Rex,567.2,335.4,652.28,385.71,,intr
PS421,Ajax 12V PSU for Hub 2,567.2,335.4,652.28,385.71,,intr
PS422,Ajax 6V PSU for Hub 2 Plus,537.3,315.5,617.895,362.825,,intr
DOOR SENSORS,,,,0,0,,intr
MC420B,Ajax DoorProtect black,846,502,972.9,577.3,,intr
MC420W,Ajax DoorProtect white,799,474,918.85,545.1,,intr
MC420B,Ajax DoorProtect black,846,502,972.9,577.3,,intr
MC422W,Ajax DoorProtect Plus white,1273.6,753.1,1464.64,866.065,,intr
MOTION AND VIBRATION SENSORS,,,,0,0,,intr
BD420B,Ajax MotionProtect black,1257.4,751.8,1446.01,864.57,,intr
BD420W,Ajax MotionProtect white,1271.4,751.8,1462.11,864.57,,intr
BD422W,Ajax MotionProtect Plus white,1987.5,1175.3,2285.625,1351.595,,intr
BD423W,Ajax CombiProtect white,1987.5,1175.3,2285.625,1351.595,,intr
BD425W,Ajax MotionProtect Curtain white,1701.4,1006.1,1956.61,1157.015,,intr
BD426W,Ajax DualCurtain Outdoor white,4521.6,2673.8,5199.84,3074.87,,intr
BD426-9W,Ajax SmartBracket DualCurtain Out Wht,375.9,220.8,432.285,253.92,,intr
BD427W,Ajax MotionProtect Outdoor white,3684.3,2178.7,4236.945,2505.505,,intr
BD427-1W,Ajax Hood for MotionProtect Outdoor Whit,286.2,169.2,329.13,194.58,,intr
BD428B,Ajax GlassProtect black,1110,651.8,1276.5,749.57,,intr
BD428W,Ajax GlassProtect white,1110,651.8,1276.5,749.57,,intr
PIR AND CAMERAS INDOOR,,,,0,0,,intr
CC550W,Ajax MotionCam white,3232,1918,3716.8,2205.7,,intr
CC550B,Ajax MotionCam black,3085.2,1811.7,3547.98,2083.455,,intr
CC551B,Ajax MotionCam (PhOD) Black,3539,2100,4069.85,2415,,intr
CC551W,Ajax MotionCam (PhOD) White,3567.1,2109.4,4102.165,2425.81,,intr
CC552W,Ajax MotionCam White Outdoor,5671,3353.5,6521.65,3856.525,,intr
CC553W,Ajax MotionCam Outdoor (PhOD) White,6238,3688.8,7173.7,4242.12,,intr
CC552-9W,Ajax SmartBracket MotionCam Out Wht,337.4,199.5,388.01,229.425,,intr
SMOKE AND HEAT SENSORS,,,,0,0,,intr
FR420B,Ajax FireProtect black,1426,998,1639.9,1147.7,,intr
FR420W,Ajax FireProtect white,1701.4,1006.1,1956.61,1157.015,,intr
FR421B,Ajax FireProtect Plus Black (with CO),2531,1502,2910.65,1727.3,,intr
FR421W,Ajax FireProtect Plus White (with CO),2531,1502,2910.65,1727.3,,intr
WARNING DEVICES,,,,0,0,,intr
SD420B,Ajax HomeSiren black,1420.4,839.9,1633.46,965.885,,intr
SD420W,Ajax HomeSiren white,1420.7,840.1,1633.805,966.115,,intr
SD421B,Ajax StreetSiren black,2794.6,1667,3213.79,1917.05,,intr
SD421W,Ajax StreetSiren white,2833.4,1675.5,3258.41,1926.825,,intr
,Ajax Detectors use BA34-4 Lithium 3V C2R Batteries,,,0,0,,intr
,,,,0,0,,intr
Prices are subject to change without prior notice.,,,,0,0,,intr
E&OE. Valid until 31st March 2023.,Page: 28,,,0,0,,intr
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,intr
,,,,0,0,,intr
Trade Price List,,,,0,0,,intr
INTRUSION,,,,0,0,,intr
,,,,0,0,,intr
HUB TECHNICAL SPECIFICATIONS,,,,0,0,,intr
,,,,0,0,,intr
Prices are subject to change without prior notice.,,,,0,0,,intr
E&OE. Valid until 31st March 2023.,Page: 29,,,0,0,,intr
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,intr
,,,,0,0,,intr
Trade Price List,,,,0,0,,intr
"CONTROL PANELS, BEAMS, DETECTORS AND ACCESSORIES",,,,0,0,,intr
,,,,0,0,,intr
LightSYS2 - LightSYS Plus Base Kits,,,,0,0,,intr
,,,,0,0,,intr
CP220,"LightSYS2 Basic Kit -Keypad, PSU & Plast",2574,1761,2960.1,2025.15,,intr
CP221-K1,LightSYS Plus Kit 1 Standard PSU and Hou,3796,2595,4365.4,2984.25,,intr
CP221-K2,LightSYS Plus Kit 2 Large PSU and Housin,4747,3375,5459.05,3881.25,,intr
LightSYS2 - LightSYS Plus Keypads,,,,0,0,,intr
CP181-6,LightSYS LCD Keypad,1131.4,773,1301.11,888.95,,intr
CP181-8,"Elegant Keypad, White w-Prox",2939,2011,3379.85,2312.65,,intr
CP182-8,"Elegant Keypad, Black w- Prox",2924.3,1998,3362.945,2297.7,,intr
CP181-9,Panda Wired Keypad without Prox,2088,1461,2401.2,1680.15,,intr
CP181-10,RisControl IPS Touchscreen KP,6594,4512,7583.1,5188.8,,intr
CP182-7,LightSYS Panda Wireless Keypad 868MHz,2608,1825,2999.2,2098.75,,intr
LightSYS2 - LightSYS Plus Expanded,,,,0,0,,intr
CP169,Expander Single Zone Bus,326,223,374.9,256.45,,intr
CP172-1,LightSYS2 & ProSYS Plus 4 Relay Output,1503,1028,1728.45,1182.2,,intr
CP179,LightSYS2 & ProSYS Plus 8 zone expander,838,573,963.7,658.95,,intr
CP189,LightSys & ProSys plus 32 Zone WL Rec 43,1353,935,1555.95,1075.25,,intr
CP189-1,LightSys & ProSys Plus 32 Zone WL Rec 86,1256,859,1444.4,987.85,,intr
CP182-10,Risco 2-Way Wireless Slim White Keypad,2297,1582.8,2641.55,1820.22,,intr
LightSYS2 - LightSYS Plus PSU,,,,0,0,,intr
CP174-1,PROSYS PSU Bus pcb Exp 3A 16VAC Input,2095.9,1432,2410.285,1646.8,,intr
CP174-2,"L & P 3A PSU w- 2 outputs, Metal Box",3209,2196,3690.35,2525.4,,intr
CP174-3,Supervised 3A Power Supply PCB w- 2 O,2507,1728,2883.05,1987.2,,intr
LightSYS2 - LightSYS Plus Connect,,,,0,0,,intr
CP184,ProSYS Plus & LightSYS IP Plug-in Module,1424.1,973,1637.715,1118.95,,intr
CP194,LightSYS2 Adaptor from panel to PC USB,3233.56,2263.49,3718.594,2603.0135,,intr
CP208-2,LightSYS Plus 4G Module + Antenna - EU,3124,2149,3592.6,2471.35,,intr
CP208-3,LightSYS2 4G Module plus Antenna,3170,2169,3645.5,2494.35,,intr
CP211,ProSYS Plus and LightSYS Plug-In IP Mod,792,549,910.8,631.35,,intr
LightSYS2 - Light5SYS Plus Component,,,,0,0,,intr
RCP220,LightSYS Main PCB Only,1495,1036,1719.25,1191.4,,intr
RCP220-1,LightSYS2 Polycarbonate Alarm Panel Box,268.79,188.15,309.1085,216.3725,,intr
RCP221,LightSYS Plus Main Board,3167.2,2164,3642.28,2488.6,,intr
RCP221-7,LightSYS Plus small plastic box + TMP,749,512,861.35,588.8,,intr
