regalCode,description,Retail Excl VAT,Trade Excl VAT,trade,retail,subcategory,category
,CCTV KITS - HIK VISION  HD-TVI,,,,,,
SP150-5,HIK HD-TVI 4Ch Hi-Res DVR 4 Cam Base Kit,3612,2492,2865.8,4153.8,kit,suv
SP151-5,HIK HD-TVI 8Ch Hi-Res DVR 8 Cam Base Kit,6486,4475,5146.25,7458.9,kit,suv
SP152-5,HIK HD-TVI 16Ch HiResDVR 16 Cam Base Kit,11005,7593,8731.95,12655.75,kit,suv
,CCTV Kits Consist of: 4-8-16 CH DVR with HDD and 4-8-16 IR Dome or IR Bullet Cameras.,,,0,0,kit,suv
SP150-3,HIK HD-TVI 4 Channel DVR MAXI Kit,7320,5124,5892.6,8418,kit,suv
SP151-3,HIK HD-TVI 8 Ch DVR 8 Camera MAXI Kit,9695,6786,7803.9,11149.25,kit,suv
SP152-3,HIK HD-TVI 16 Ch DVR 16 Cam MAXI Kit,16492,11379,13085.85,18965.8,kit,suv
,"CCTV Kits Consist of: 4-8-16 CH DVR with HDD and 4-8-16 IR Dome or IR Bullet Cameras,",,,0,0,kit,suv
,"18.5""monitor, PSU, cable, BNC connectors, DC Leads, enclosures.",,,0,0,kit,suv
SP150,HIK HD-TVI 4 Ch Hi-Res DVR Installer Kit,10263,7081,8143.15,11802.45,kit,suv
SP151,HIK HD-TVI 8 Ch Hi-Res DVR Installer Kit,13205,9111,10477.65,15185.75,kit,suv
SP152,HIK HD-TVI 16Ch Hi-Res DVR Installer Kit,18538,12791,14709.65,21318.7,kit,suv
,,,,0,0,,suv
"CCTV Kits Consist of: 4-8-16 CH DVR with HDD and 4-8-16 IR Dome or IR Bullet Cameras,",,,,0,0,,suv
"23"" HDMI monitor, PSU, cable, BNC connectors, BNC Boots, DC Leads, enclosures,",,,,0,0,,suv
HDMI cable and warning signs.,,,,0,0,,suv
,,,,0,0,,suv
SECURI-PROD CCTV,,,,0,0,,suv
CC231,SP Cam 1080p in Smoke Detector Housing 4,795,542,623.3,914.25,cam,suv
CC136,SP Cam 1080p Mini Pinhole 4-in-1 3.7 Len,789,549,631.35,907.35,cam,suv
,"4 in 1 Range TVI, CVI, AHD and Analogue",,,0,0,,suv
,,,,0,0,,suv
Prices are subject to change without prior notice.,,,,0,0,,suv
E&OE. Valid until 31st March 2023.,Page: 4,,,0,0,,suv
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,suv
,,,,0,0,,suv
Trade Price List,,,,0,0,,suv
SURVEILLANCE,,,,0,0,,suv
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,suv
,DVRs - HIKVISION 4 Channel HD-TVI,,,0,0,,suv
CD01,DVR 4-ch 1080p Lite eSSD DVR 330GB Built,2166,1516,1743.4,2490.9,dvr,suv
CD07,DVR Mini 4 Ch HD-TVI-AHD-Analog 25fps 1U,1029,703,808.45,1183.35,dvr,suv
CD07-1,DVR Mini 4Ch HD-TVI-AHD-Analog 25fps 1TB,2337,1595,1834.25,2687.55,dvr,suv
CD21,Hik 4Ch Turbo 4.0 DVR HD-TVI 1080p,1534,1046,1202.9,1764.1,dvr,suv
CD21-1,Hik 4Ch Turbo 4.0 DVR HD-TVI 1TB HDD,2753,1880.3,2162.345,3165.95,dvr,suv
CD24,HIK 4 Ch AcuSense DVR - 2ch False Alarm,1842,1259,1447.85,2118.3,dvr,suv
CD24-1,HIK 4 Channel AcuSense DVR incl 1TB HDD,2993,2095,2409.25,3441.95,dvr,suv
,DVRs - HIKVISION 8 Channel HD-TVI,,,0,0,dvr,suv
CD02,DVR Hik 8-ch 1080p Lite eSSD DVR,2548,1777,2043.55,2930.2,dvr,suv
CD08,DVR Mini 8 Ch HD-TVI-AHD-Analog 25fps 1U,1377,941,1082.15,1583.55,dvr,suv
CD08-1,DVR Mini 8Ch HD-TVI-AHD-Analog 25fps 2TB,3077,2100,2415,3538.55,dvr,suv
CD19,HIK 8 Ch Turbo 3.0 DVR HD-TVI H264+ 4K,5231,3569,4104.35,6015.65,dvr,suv
CD19-1,HIKVISION 8-ch 5MP AcuSense DVR 1 SATA 5,6364,4378,5034.7,7318.6,dvr,suv
CD22,Hik 8Ch Turbo 4.0 DVR HD-TVI 1080p,2264,1547,1779.05,2603.6,dvr,suv
CD22-1,Hik 8Ch Turbo 4.0 DVR HD-TVI 2TB HDD,3918,2674,3075.1,4505.7,dvr,suv
CD25,HIK 8 Ch AcuSense DVR - 4ch False Alarm,3581,2447,2814.05,4118.15,dvr,suv
CD25-1,HIK 8 Ch AcuSense DVR - incl 2TB HDD,5190,3542,4073.3,5968.5,dvr,suv
,DVRs - HIKVISION 16-32 Channel HD-TVI,,,0,0,dvr,suv
CD09,DVR Mini 16Ch HD-TVI-AHD-Analog 25fps 1U,2358,1611,1852.65,2711.7,dvr,suv
CD09-1,DVR Mini 16Ch HD-TVI-AHD-Analog 25fps 3T,4541,3099,3563.85,5222.15,dvr,suv
CD20,HIK 16-ch 5MP AcuSense DVR 2 SATA,10523,7191,8269.65,12101.45,dvr,suv
CD20-1,HIK 16-ch 5MP AcuSense DVR 2 SATA,12873,8786,10103.9,14803.95,dvr,suv
CD23,HIK 16Ch Turbo 4.0 DVR HD-TVI 1080p,4030,2754,3167.1,4634.5,dvr,suv
CD23-1,HIK 16Ch Turbo 4.0 DVR HD-TVI 4TB HDD,6539,4463,5132.45,7519.85,dvr,suv
CD26,HIK 16 Ch AcuSense DVR - 4ch False Alarm,6251,4271,4911.65,7188.65,dvr,suv
CD26-1,HIK 16 Ch AcuSense DVR - incl 4TB HDD,8413,5768,6633.2,9674.95,dvr,suv
CD133,HIK 32Ch DVR Tribrid HD-TVI 720p 4 SATA,17556,11998,13797.7,20189.4,dvr,suv
CD133-1,HIK 32Ch DVR HD-TVI 720p 2U 4TB HDD,19475,13292,15285.8,22396.25,dvr,suv
CD134,HIK 32Ch AcuSense DVR HD-TVI Tribrid 108,10087,6893,7926.95,11600.05,dvr,suv
CD134-1,HIK 32 Ch AcuSense DVR incl 4TB HDD,12787,8727,10036.05,14705.05,dvr,suv
,,,,0,0,,suv
Prices are subject to change without prior notice.,,,,0,0,,suv
E&OE. Valid until 31st March 2023.,Page: 5,,,0,0,,suv
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,suv
,,,,0,0,,suv
Trade Price List,,,,0,0,,suv
SURVEILLANCE,,,,0,0,,suv
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,suv
,HIKVISION HD-TVI BULLET CAMERAS,,,0,0,,suv
CC376-2,HIK HD-TVI Bullet Camera 1080p - IR 25m,584,399,458.85,671.6,cam,suv
CC376-6,HIK HD-TVI Bullet Cam 1080p IR 20M 2.8mm,326,195,224.25,374.9,cam,suv
CC376-8,HD-TVI ColorVu PIR Bullet Camera 1080p,1721,1174,1350.1,1979.15,cam,suv
CC376-9,HD-TVI ColorVu Bullet Camera 1080p - 2.8,732,499,573.85,841.8,cam,suv
CC376-10,HD-TVI ColorVu Bullet Cam 1080p - 2.8mm,856,585,672.75,984.4,cam,suv
CC376-12,HIK HD-TVI ColorVu Fixed Bullet Cam1080p,992,682,784.3,1140.8,cam,suv
CC376-13,2MP Dual Light Audio Fixed Mini Bullet,717,489,562.35,824.55,cam,suv
CC377,HIK HD-TVI Bullet 1080p EXIR IR 40M 3.6m,752,512,588.8,864.8,cam,suv
CC377-1,HIK HD-TVI Bullet 1080p EXIR 50M 2.8mm,987,674,775.1,1135.05,cam,suv
CC379,HIK Bullet Cam HD-TVI 1080p IR40m VF,1170,799,918.85,1345.5,cam,suv
CC268,HD-TVI EXIR 5MP Bullet Cam IR 30m 2.8mm,1154,775,891.25,1327.1,cam,suv
CC268-1,HD-TVI EXIR 5MP Bullet Cam IR 80m MVF,2547,1740,2001,2929.05,cam,suv
,HIKVISION HD-TVI DOME CAMERAS,,,0,0,cam,suv
CC386-1,HIK HD-TVI Dome 4 in 1 1080P IR25m 2.8mm,584,399,458.85,671.6,cam,suv
CC386-2,HIK HD-TVI Dome 4in1 1080P IR 20M 3.6mm,520,355,408.25,598,cam,suv
CC386-6,HD-TVI Plastic Dome Cam 1080p IR 20m,303,195,224.25,348.45,cam,suv
CC386-8,HD-TVI ColorVu Dome Camera 1080p - 2.8mm,1645,1124,1292.6,1891.75,cam,suv
CC386-9,HD-TVI ColorVu Dome Camera 1080p - 2.8mm,776,530,609.5,892.4,cam,suv
CC386-13,2MP Dual Light Audio Fixed Turret 2.8mm,601,410,471.5,691.15,cam,suv
CC387,HIK HD-TVI Dome 720p EXIR IR 40M 3.6mm,663,453,520.95,762.45,cam,suv
CC387-1,HIK HD-TVI Dome 1080p EXIR 40M 3.6mm,874,595,684.25,1005.1,cam,suv
CC388-2,HIK HD-TVI Turret Cam 1080p IR40m VF,1301,889,1022.35,1496.15,cam,suv
CC269,HD-TVI EXIR 5MP Turret Cam IR 30m 2.8mm,1293,883,1015.45,1486.95,cam,suv
CC269-1,HD-TVI EXIR 5MP Dome Cam IR60m MVF,2307,1576,1812.4,2653.05,cam,suv
,PTZ CAMERAS & ACCESSORIES - HIKVISION,,,0,0,,suv
CC98-3,HIK HD-TVI PTZ Camera CMOS 1080p 25 x OZ,6895,4712,5418.8,7929.25,cam,suv
CC95-1,HIK Speed Dome Keyboard Network Control,5481.62,3741,4302.15,6303.863,cam,suv
CC468-2,HIK PTZ Brkt Pendant Mnt for CC99 CC99-1,536,366,420.9,616.4,cam,suv
CC468-3,HIK PTZ Bracket Corner Mount White,664,452,519.8,763.6,cam,suv
CC468-4,HIK PTZ Bracket Pole Mount White,664,453,520.95,763.6,cam,suv
CC468-5,HIK Compact PTZ Bracket Wall Mount White,458,312,358.8,526.7,cam,suv
CC468-10,HIK Speed Dome EI Coupling Ring White,108,74,85.1,124.2,cam,suv
CA21,SP Uni Cam Mnt Enclose 115x115x48mm,58,39,44.85,66.7,cam,suv
CA21-5,SP Enclose Blk Uni Cam Mnt 115x115x48mm,58,39,44.85,66.7,cam,suv
CA21-1,SP L Uni Cam Mnt Enclose 161x161x48mm Wh,88,59,67.85,101.2,cam,suv
,,,,0,0,,suv
Prices are subject to change without prior notice.,,,,0,0,,suv
E&OE. Valid until 31st March 2023.,Page: 6,,,0,0,,suv
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,suv
,,,,0,0,,suv
Trade Price List,,,,0,0,,suv
SURVEILLANCE,,,,0,0,,suv
Our Code,Item Description,,Retail Excl VAT,#VALUE!,0,,suv
NVR's - Mini Embedded HIKVISION,,,,0,0,,suv
CD61-1,HIK 4Ch Mini NVR 25Mbps 1 SATA H,,3732,4291.8,0,nvr,suv
CD62-1,HIK 8Ch Mini NVR 50Mbps 1 SATA 1,,4934,5674.1,0,nvr,suv
CD64-1,HIK 4Ch Mini NVR 1SATA 1HDMI No PoE 1TBH,,2792,3210.8,0,nvr,suv
CD65-1,HIK 8Ch Mini NVR 1SATA 1HDMI No PoE 2TBH,,3332,3831.8,0,nvr,suv
NVR's - Embedded HIKVISION,,,,0,0,nvr,suv
CD70-4,HIK 8 Ch NVR 80Mbps 8 PoE - 2 SATA Bay,,5485,6307.75,0,nvr,suv
CD70-5,HIK 8 Ch NVR 80Mbps 8 PoE 2 SATA 2TB HD,,7278,8369.7,0,nvr,suv
CD70-6,HIK 8 Ch NVR 80Mbps 8 PoE 2 SATA 4TBHDD,,8306,9551.9,0,nvr,suv
CD71-4,HIK 8 Ch NVR 80Mbps,Alarm IO 2SATA NoPo,3316,3813.4,#VALUE!,nvr,suv
CD71-5,HIK 8 Ch NVR 80Mbps IO 2 SATA No PoE 3T,,5758,6621.7,0,nvr,suv
CD72-4,HIK 16 Ch NVR 160Mbps Alarm IO - No PoE,,3779,4345.85,0,nvr,suv
CD72-5,HIK 16 Ch NVR 160Mbps IO - No PoE  3TB,,6235,7170.25,0,nvr,suv
CD75,NVR HIKVISION 16 Channel Embedded no PoE,,7926,9114.9,0,nvr,suv
CD75-1,HIK 16Ch NVR 160Mbps No PoE 2SATA 3TBHDD,,9197,10576.55,0,nvr,suv
CD76-9,HIK 16Ch NVR 160Mbps 16PoE 2SATA AlarmIO,,7842,9018.3,0,nvr,suv
CD76-3,HIK 16 Ch NVR 160Mbps 16PoE Alarm IO 3TB,,10047,11554.05,0,nvr,suv
CD90,HIK 16ch AcuSense NVR with 4ch False Ala,,12221,14054.15,0,nvr,suv
CD92,16 Channel AcuSense NVR 256Mbps with 16,,13463,15482.45,0,nvr,suv
CD94,HIK 16 Ch DeepInMind NVR with No PoE,,51190,58868.5,0,nvr,suv
CD74,HIK 32 Channel Embedded NVR 9632,,28516,32793.4,0,nvr,suv
CD74-1,HIK 32 Channel Embedded NVR 9632 3TB HDD,,28964.3,33308.945,0,nvr,suv
CD91,HIK 32ch AcuSense NVR with 4ch False Ala,,13582,15619.3,0,nvr,suv
CD93,32 Channel AcuSense NVR 256Mbps with 16,,17871,20551.65,0,nvr,suv
CD95,HIK 32 Ch DeepInMind NVR with No PoE,,54394,62553.1,0,nvr,suv
CD77,HIKVISION Embedded NVR 64 Channel 160Mbp,,43691,50244.65,0,nvr,suv
CD77-1,HIKVISION NVR 64 Channel 160Mbp 4TBHDD,,45421,52234.15,0,nvr,suv
CDC999-HC,CCTV R250 Dell Video Management Server,,82668,95068.2,0,nvr,suv
CDC999-VSS,CCTV R250 VSS Video Management Server,,79469,91389.35,0,nvr,suv
,,,,0,0,,suv
Prices are subject to change without prior notice.,,,,0,0,,suv
E&OE. Valid until 31st March 2023.,Page: 7,,,0,0,,suv
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,suv
,,,,0,0,,suv
Trade Price List,,,,0,0,,suv
SURVEILLANCE,,,,0,0,,suv
Our Code,Item Description,,Retail Excl VAT,#VALUE!,0,,suv
IP CAMERAS - HIKVISION Bullets,,,,0,0,,suv
CC400,HIK 2MP Mini Bullet Cam 2.8mm EasyIP 1.0,,1951,2243.65,0,cam_ip,suv
CC400-1,HIK 2MP Dome Cam 2.8mm Lens EasyIP 1.0,,2091,2404.65,0,cam_ip,suv
CC400-2,HIK 4MP Mini Bullet Cam IR30m EasyIP 1.0,,2198,2527.7,0,cam_ip,suv
CC401,HIK 2MP Bullet Cam IR60m 2.8-12mm EasyIP,,3830.24,4404.776,0,cam_ip,suv
CC401-1,HIK 2MP Dome Cam IR40m 2.8-12mm EasyIP,,4052.97,4660.9155,0,cam_ip,suv
CC409-AS,2MP AcuSense Bullet Cam - 2.8mm Fixed,,3278,3769.7,0,cam_ip,suv
CC409-2TAS,2MP AcuSense Bullet Cam - 6mm Fixed Lens,,3216.29,3698.7335,0,cam_ip,suv
CC409-4TAS,4MP AcuSense Bullet Cam - 4mm Fixed Lens,,3792,4360.8,0,cam_ip,suv
CC409-6,HIK IP Cam 2MP Bullet IR 20M - 4mm IP66,,2926.17,3365.0955,0,cam_ip,suv
CC409-16,HIK IP Cam 2MP Bullet IR 30M 2.8mm IP67,,2972,3417.8,0,cam_ip,suv
CC409-8,HIK IP Cam 2MP EXIR Bullet 50M 6mm IP66,,3369,3874.35,0,cam_ip,suv
CC409-10,HIK IP Cam 2MP EXIR Bullet 80M 6mm IP66,,3521,4049.15,0,cam_ip,suv
CC409-14,2MP ColorVu - Acusense Bullet 4mm Fixed,,3960,4554,0,cam_ip,suv
CC409-15,4MP ColorVu - AcuSense Bullet 4mm Fixed,,4355,5008.25,0,cam_ip,suv
CC409-16,HIK IP Cam 2MP Bullet IR 30M 2.8mm IP67,,2972,3417.8,0,cam_ip,suv
CC409-17,2MP ColorVu - AcuSense Mini Bullet 2.8mm,,3257.32,3745.918,0,cam_ip,suv
CC409-18,4MP ColorVu - AcuSense Mini Bullet 2.8mm,,3756.98,4320.527,0,cam_ip,suv
CC409-W,2MP AcuSense Bullet - IR 30m - 2.8mm,,3038.99,3494.8385,0,cam_ip,suv
CC410-2,HIK IP Cam 2MP Bullet,50m MVF 2.8-12mm,5544.62,6376.313,#VALUE!,cam_ip,suv
CC410-2B,HIK IP Cam 2MP Bullet IR 50M MVF 2.8-12m,,5209.07,5990.4305,0,cam_ip,suv
CC410-AS,2MP AcuSense Bullet Camera - MVF 2.8-12m,,5269.15,6059.5225,0,cam_ip,suv
CC410-4,HIK IP Cam 4MP Bullet IR 50m MVF 2.8-12m,,17378,19984.7,0,cam_ip,suv
CC406,HIK IP Cam 4MP Darkfighter Bullet IR30m,,3479,4000.85,0,cam_ip,suv
CC406-1,HIK IP Cam 4MP AcuSense Bullet IR60m,,3582,4119.3,0,cam_ip,suv
CC406-2,HIK IP Cam 4MP AcuSense Bullet IR80m,,3726.21,4285.1415,0,cam_ip,suv
CC406-3,HIK IP Cam 4MP Darkfighter Bullet IR50m,,7163,8237.45,0,cam_ip,suv
CC406-10,8MP Bullet Camera - IR 30m - 4mm Fixed L,,4052,4659.8,0,cam_ip,suv
CC406-11,8MP Bullet Camera - IR 50m - MVF 2.8-12m,,8492,9765.8,0,cam_ip,suv
CC406-12,8MP EXIR Bullet Camera - IR 80m - 6mm Fi,,5128,5897.2,0,cam_ip,suv
CC406-B,4MP AcuSense Bullet Cam - IR 40m - 2.8mm,,3247.06,3734.119,0,cam_ip,suv
CC409-W,2MP AcuSense Bullet - IR 30m - 2.8mm,,3038.99,3494.8385,0,cam_ip,suv
CC513,HIK 7L IP Cam 2MP Bullet DL ANPR MVF,,11147,12819.05,0,cam_ip,suv
CC513-2,HIK 7L IP Cam 2MP Bullet DL ANPR 8-32mm,,13257,15245.55,0,cam_ip,suv
CC513-6,2MP ANPR Bullet Cam - IR 50m - MVF,,13186,15163.9,0,cam_ip,suv
CC515,HIK 4MP Smart Bullet Cam IR 200m - MVF,,15732.72,18092.628,0,cam_ip,suv
IP CAMERAS - HIKVISION Domes,,,,0,0,cam_ip,suv
CC400-1,HIK 2MP Dome Cam 2.8mm Lens EasyIP 1.0,,2091,2404.65,0,cam_ip,suv
CC400-3,HIK 4MP Mini Dome Cam IR30m EasyIP 1.0,,2170,2495.5,0,cam_ip,suv
CC401-1,HIK 2MP Dome Cam IR40m 2.8-12mm EasyIP,,4052.97,4660.9155,0,cam_ip,suv
CC407-2,HIK IP Cam 2MP Mini Dome IR 10M 2.8mm,,3641,4187.15,0,cam_ip,suv
CC407-5,4MP Darkfighter Mini Dome Camera - IR 10,,4054,4662.1,0,cam_ip,suv
CC408-AS,2MP AcuSense Dome Cam - 4mm Fixed Lens,,3002.36,3452.714,0,cam_ip,suv
CC408-6,HIK IP Cam 2MP Dome IR 30M - 4mm - IP67,,3185,3662.75,0,cam_ip,suv
CC408-9,HIK IP Cam 2MP Dome IR 30m MVF 2.8-12mm,,6162,7086.3,0,cam_ip,suv
CC408-11,HIK IP Cam 2MP Dome IR 30M - 2.8mm IP67,,3170,3645.5,0,cam_ip,suv
CC408-14,4MP AcuSense Dome Cam IR 30m 2.8mm Lens,,3430,3944.5,0,cam_ip,suv
CC408-14B,4MP AcuSense Dome Cam - IR 30m - 2.8mm,,3080.02,3542.023,0,cam_ip,suv
CC408-15,4MP AcuSense Dome Cam IR 30m MVF 2.8-12m,,6492,7465.8,0,cam_ip,suv
CC408-16,4MP AcuSense Dome Camera - IR 30m - 4mm,,2927.63,3366.7745,0,cam_ip,suv
CC408-20,8MP Dome Camera - IR 30m - 2.8mm Fixed L,,4392.91,5051.8465,0,cam_ip,suv
CC408-21,8MP Dome Camera  - IR 30m - MVF 2.8-12mm,,7887.61,9070.7515,0,cam_ip,suv
CC408-23,Hik 2MP ColorVu Dome Cam 2.8mm IP67 IK10,,3593,4131.95,0,cam_ip,suv
CC435-4,2MP AcuSense Turret Cam - IR 30m- 2.8mm,,2603,2993.45,0,cam_ip,suv
WiFi CAMERAS - HIKVISION,,,,0,0,cam_ip,suv
CC599,Wi-Fi Bullet Camera C3TN 3MP 2.8mm Lens,,1396,1605.4,0,cam_ip,suv
CC599-1,Wi-Fi PT Camera C6N 2MP 4mm Lens,,964,1108.6,0,cam_ip,suv
CC599-2,Wi-Fi Flood Light Camera LC1C 2MP,,3611,4152.65,0,cam_ip,suv
CC599-3,Wi-Fi Bullet Camera C3W 4MP 2.8mm Lens,,2235,2570.25,0,cam_ip,suv
CC599-4,Wi-Fi Battery Powered Camera BC1C 2MP,,3028,3482.2,0,cam_ip,suv
CC599-5,Wi-Fi PT Camera Outdoor C8C 2MP 4mm Lens,,1973,2268.95,0,cam_ip,suv
CC599-6,Wi-Fi Door Light Camera LC3 4MP,,2807,3228.05,0,cam_ip,suv
CC599-7,Solar Panel,,813,934.95,0,cam_ip,suv
CC599-8,Wi-Fi PT Camera C8PF Dual-Lens 2MP,,2794,3213.1,0,cam_ip,suv
CC599-9,Wi-Fi Battery Powered Video Doorbell DB2,,3024,3477.6,0,cam_ip,suv
CC599-10,Wi-Fi Battery Powered Camera CB3 2MP,,2356,2709.4,0,cam_ip,suv
CC599-11,Wi-Fi PT Battery Powered Camera HB8,,3814,4386.1,0,cam_ip,suv
Prices are subject to change without prior notice.,,,,0,0,,suv
E&OE. Valid until 31st March 2023.,,,,0,0,,suv
,,,www.REGALSECURITY.co.za,#VALUE!,0,,suv
,,,,0,0,,suv
Trade Price List,,,,0,0,,suv
SURVEILLANCE,,,,0,0,,suv
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,suv
,IP CAMERAS - Deep In View,,,0,0,,suv
CC444,HIK Dual Lens People Counting Cam 2.0mm,20439.2,13949,16041.35,23505.08,cam_ip,suv
CC500,Hikvision 2MP Facial Capture Dome Cam,12188.21,8318,9565.7,14016.4415,cam_ip,suv
CC500-1,Hikvision 2MP Facial Capture Dome Cam,12683.47,8656,9954.4,14585.9905,cam_ip,suv
CC501,Hikvision 2MP Facial Capture Bullet Cam,13209.51,9015,10367.25,15190.9365,cam_ip,suv
,,,,0,0,cam_ip,suv
CC501-1,Hikvision 2MP Facial Capture Bullet Cam,16343.74,11154,12827.1,18795.301,cam_ip,suv
CC504,4MP Facial Recognition Camera IR30m,11934.71,8145,9366.75,13724.9165,cam_ip,suv
CC504-1,HIK 4MP Facial Recognition Dome IR50m,13198,9017,10369.55,15177.7,cam_ip,suv
,IP CAMERAS - HIKVISION Other,,,0,0,cam_ip,suv
CC428-1,"HIK Cam IP 1-3"" 6MP CMOS WDR Fisheye",17385,11881,13663.15,19992.75,cam_ip,suv
CC428-2,HIK IP Cam 5MP Fisheye IR 8m - 1.05mm,4509,3081,3543.15,5185.35,cam_ip,suv
CC428-4,"HIK IP Cam 1-3""CMOS 2mm 12MP WDR Fisheye",19016,12992,14940.8,21868.4,cam_ip,suv
CC439-2,IP Camera LPinhole Covert 2 MP,7065,4828,5552.2,8124.75,cam_ip,suv
CC700,4MP Solar Power Bullet Camera - Incl 4G,7868.56,5370,6175.5,9048.844,cam_ip,suv
,THERMAL NETWORK CAMERAS,,,0,0,cam_ip,suv
CC348,HIK Thermal Bullet 7mm 384 x 288 - IP67,58304.99,39791,45759.65,67050.7385,cam_ip,suv
CC349,HIK Thermal Bullet 10mm 384 x 288 - IP67,53334.76,36399,41858.85,61334.974,cam_ip,suv
CC350,HIK Thermal Bullet Cam 384 x 288 15mm,54220,37055,42613.25,62353,cam_ip,suv
CC351,HIK Thermal Bullet Cam 384 x 288 25mm,60584,41404,47614.6,69671.6,cam_ip,suv
CC351-1,Thermal Bullet Cam 384 x 288 Res 35mm,65938,45063,51822.45,75828.7,cam_ip,suv
CC352,HIK Thermal Bullet Cam 640 x 512 15mm,104949.28,71624,82367.6,120691.672,cam_ip,suv
CC353,HIK Thermal Bullet Cam 640 x 512 25mm,104949.28,71624,82367.6,120691.672,cam_ip,suv
CC354,HIK Thermal Dual Lens Bullet Cam - 25mm,68670.39,46865,53894.75,78970.9485,cam_ip,suv
On,,,,0,0,cam_ip,suv
CC355,HIK Thermal Dual Lens Bullet CaM - 50mm,123536.37,84309,96955.35,142066.8255,cam_ip,suv
,,,Request,#VALUE!,0,cam_ip,suv
CC356,HIK Thermal Bullet Cam - 75mm Lens,132540.52,90454,104022.1,152421.598,cam_ip,suv
CC358-1,HIK Thermal PT 25mm - IR 150M Dual Lens,120797,82555,94938.25,138916.55,cam_ip,suv
CC359-1,HIK Thermal PT 50mm - IR 150M Dual Lens,151765,103719,119276.85,174529.75,cam_ip,suv
CC360,Thermal Dual Lens Eco Bullet Cam - 7mm,9946,6797,7816.55,11437.9,cam_ip,suv
CC360-1,Thermal Dual Lens Eco Bullet Cam - 10mm,10486,7166,8240.9,12058.9,cam_ip,suv
CC361,Thermal Dual Lens Eco Dome Camera - 3mm,9672,6610,7601.5,11122.8,cam_ip,suv
CC361-1,Thermal Dual Lens Eco Dome Camera - 7mm,9685.51,6610,7601.5,11138.3365,cam_ip,suv
CC361-2,Hik Dual Lens Turret Cam - 3mm,10822,6291,7234.65,12445.3,cam_ip,suv
IP CAMERAS - HIKVISION Brackets & Junction Boxes,,,,0,0,cam_ip,suv
CC198,HIK Dome Wall Mount Brkt for IP VF Domes,369,257,295.55,424.35,cam_ip,suv
CC198-3,HIK Fisheye Pendant Brkt for CC428 Only,637,435,500.25,732.55,cam_ip,suv
CC198-4,HIK Fisheye Junction Box for CC428 Only,239,163,187.45,274.85,cam_ip,suv
CC198-5,HIK Dome Wall Mount Brkt for Mini-Domes,412,281,323.15,473.8,cam_ip,suv
CC198-6,HIK Dome Wall Mnt Brkt & Box for VF Dome,583,398,457.7,670.45,cam_ip,suv
CC198-9,HIK Wall Mount Bracket for VF Dome White,756,516,593.4,869.4,cam_ip,suv
CC198-10,HIK Wall Mount Bracket for IP Domes,379,258,296.7,435.85,cam_ip,suv
CC198-11,HIK Mini Dome Junction Box White,480,328,377.2,552,cam_ip,suv
CC198-12,HIK Junction Box Camera Bracket - White,458,305,350.75,526.7,cam_ip,suv
CC198-13,HIK Junction Box Camera Bracket White,301,205,235.75,346.15,cam_ip,suv
CC198-14,HIK Junction Box Dome Cam Bracket White,253,172,197.8,290.95,cam_ip,suv
CC198-15,HIK Cam Bracket Power Box  for CC409-2,358,230,264.5,411.7,cam_ip,suv
CC198-16,Wall mount bracket PanoVu Mini Series In,395,264,303.6,454.25,cam_ip,suv
CA21,SP Uni Cam Mnt Enclose 115x115x48mm,58,39,44.85,66.7,cam_ip,suv
CA21-1,SP L Uni Cam Mnt Enclose 161x161x48mm Wh,88,59,67.85,101.2,cam_ip,suv
CA21-5,SP Enclose Blk Uni Cam Mnt 115x115x48mm,58,39,44.85,66.7,cam_ip,suv
,,,,0,0,,suv
Prices are subject to change without prior notice.,,,,0,0,,suv
E&OE. Valid until 31st March 2023.,Page: 9,,,0,0,,suv
www.REGALSECURITY.co.za,05-03-2023,,,0,0,,suv
,,,,0,0,,suv
Trade Price List,,,,0,0,,suv
SURVEILLANCE,,,,0,0,,suv
Our Code,Item Description,Retail Excl VAT,Trade Excl VAT,#VALUE!,#VALUE!,,suv
,IP CAMERAS - HIKVISION PTZ Domes & Accessories,,,0,0,,suv
CC466-2,HIKVISION Camera PTZ 2MP 25 x OZ IR 50m,12840.26,8763,10077.45,14766.299,cam_ip,suv
CC466-3,HIKVISION PTZ 2MP - 25 x OZ ? IR 100m,10256,7009,8060.35,11794.4,cam_ip,suv
CC467,HIKVISION Camera PTZ 2MP 25 x OZ,11807.23,8058,9266.7,13578.3145,cam_ip,suv
CC467-7,HIKVISION Cam PTZ 2MP IR 150m 25 x OZ,14311.4,9767,11232.05,16458.11,cam_ip,suv
CC467-7-1,Hik  2MP Outdoor PTZ Cam - IR 200m,14961,10224,11757.6,17205.15,cam_ip,suv
CC467-10,HIKV 4 MP 25X Powered,12255,8375,9631.25,14093.25,cam_ip,suv
