regalCode;description;Retail Excl VAT;Trade Excl VAT;trade;retail;subcategory;category
Prices are subject to change without prior notice.;;;;0;0;;suv
E&OE. Valid until 31st March 2023.;Page: 4;;;0;0;;suv
www.REGALSECURITY.co.za;05-03-2023;;;0;0;;suv
;;;;0;0;;suv
Trade Price List;;;;0;0;;suv
SURVEILLANCE;;;;0;0;;suv
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;;suv
;DVRs - HIKVISION 4 Channel HD-TVI;;;0;0;;suv
CD01;DVR 4-ch 1080p Lite eSSD DVR 330GB Built;2166;1516;2490.9;1743.4;dvr;suv
CD07;DVR Mini 4 Ch HD-TVI-AHD-Analog 25fps 1U;1029;703;1183.35;808.45;dvr;suv
CD07-1;DVR Mini 4Ch HD-TVI-AHD-Analog 25fps 1TB;2337;1595;2687.55;1834.25;dvr;suv
CD21;Hik 4Ch Turbo 4.0 DVR HD-TVI 1080p;1534;1046;1764.1;1202.9;dvr;suv
CD21-1;Hik 4Ch Turbo 4.0 DVR HD-TVI 1TB HDD;2753;1880.3;3165.95;2162.345;dvr;suv
CD24;HIK 4 Ch AcuSense DVR - 2ch False Alarm;1842;1259;2118.3;1447.85;dvr;suv
CD24-1;HIK 4 Channel AcuSense DVR incl 1TB HDD;2993;2095;3441.95;2409.25;dvr;suv
;DVRs - HIKVISION 8 Channel HD-TVI;;;0;0;dvr;suv
CD02;DVR Hik 8-ch 1080p Lite eSSD DVR;2548;1777;2930.2;2043.55;dvr;suv
CD08;DVR Mini 8 Ch HD-TVI-AHD-Analog 25fps 1U;1377;941;1583.55;1082.15;dvr;suv
CD08-1;DVR Mini 8Ch HD-TVI-AHD-Analog 25fps 2TB;3077;2100;3538.55;2415;dvr;suv
CD19;HIK 8 Ch Turbo 3.0 DVR HD-TVI H264+ 4K;5231;3569;6015.65;4104.35;dvr;suv
CD19-1;HIKVISION 8-ch 5MP AcuSense DVR 1 SATA 5;6364;4378;7318.6;5034.7;dvr;suv
CD22;Hik 8Ch Turbo 4.0 DVR HD-TVI 1080p;2264;1547;2603.6;1779.05;dvr;suv
CD22-1;Hik 8Ch Turbo 4.0 DVR HD-TVI 2TB HDD;3918;2674;4505.7;3075.1;dvr;suv
CD25;HIK 8 Ch AcuSense DVR - 4ch False Alarm;3581;2447;4118.15;2814.05;dvr;suv
CD25-1;HIK 8 Ch AcuSense DVR - incl 2TB HDD;5190;3542;5968.5;4073.3;dvr;suv
;DVRs - HIKVISION 16-32 Channel HD-TVI;;;0;0;dvr;suv
CD09;DVR Mini 16Ch HD-TVI-AHD-Analog 25fps 1U;2358;1611;2711.7;1852.65;dvr;suv
CD09-1;DVR Mini 16Ch HD-TVI-AHD-Analog 25fps 3T;4541;3099;5222.15;3563.85;dvr;suv
CD20;HIK 16-ch 5MP AcuSense DVR 2 SATA;10523;7191;12101.45;8269.65;dvr;suv
CD20-1;HIK 16-ch 5MP AcuSense DVR 2 SATA;12873;8786;14803.95;10103.9;dvr;suv
CD23;HIK 16Ch Turbo 4.0 DVR HD-TVI 1080p;4030;2754;4634.5;3167.1;dvr;suv
CD23-1;HIK 16Ch Turbo 4.0 DVR HD-TVI 4TB HDD;6539;4463;7519.85;5132.45;dvr;suv
CD26;HIK 16 Ch AcuSense DVR - 4ch False Alarm;6251;4271;7188.65;4911.65;dvr;suv
CD26-1;HIK 16 Ch AcuSense DVR - incl 4TB HDD;8413;5768;9674.95;6633.2;dvr;suv
CD133;HIK 32Ch DVR Tribrid HD-TVI 720p 4 SATA;17556;11998;20189.4;13797.7;dvr;suv
CD133-1;HIK 32Ch DVR HD-TVI 720p 2U 4TB HDD;19475;13292;22396.25;15285.8;dvr;suv
CD134;HIK 32Ch AcuSense DVR HD-TVI Tribrid 108;10087;6893;11600.05;7926.95;dvr;suv
CD134-1;HIK 32 Ch AcuSense DVR incl 4TB HDD;12787;8727;14705.05;10036.05;dvr;suv
;;;;0;0;;suv
Prices are subject to change without prior notice.;;;;0;0;;suv
E&OE. Valid until 31st March 2023.;Page: 5;;;0;0;;suv
www.REGALSECURITY.co.za;05-03-2023;;;0;0;;suv
;;;;0;0;;suv
Trade Price List;;;;0;0;;suv
SURVEILLANCE;;;;0;0;;suv
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;;suv
;HIKVISION HD-TVI BULLET CAMERAS;;;0;0;;suv
CC376-2;HIK HD-TVI Bullet Camera 1080p - IR 25m;584;399;671.6;458.85;cam;suv
CC376-6;HIK HD-TVI Bullet Cam 1080p IR 20M 2.8mm;326;195;374.9;224.25;cam;suv
CC376-8;HD-TVI ColorVu PIR Bullet Camera 1080p;1721;1174;1979.15;1350.1;cam;suv
CC376-9;HD-TVI ColorVu Bullet Camera 1080p - 2.8;732;499;841.8;573.85;cam;suv
CC376-10;HD-TVI ColorVu Bullet Cam 1080p - 2.8mm;856;585;984.4;672.75;cam;suv
CC376-12;HIK HD-TVI ColorVu Fixed Bullet Cam1080p;992;682;1140.8;784.3;cam;suv
CC376-13;2MP Dual Light Audio Fixed Mini Bullet;717;489;824.55;562.35;cam;suv
CC377;HIK HD-TVI Bullet 1080p EXIR IR 40M 3.6m;752;512;864.8;588.8;cam;suv
CC377-1;HIK HD-TVI Bullet 1080p EXIR 50M 2.8mm;987;674;1135.05;775.1;cam;suv
CC379;HIK Bullet Cam HD-TVI 1080p IR40m VF;1170;799;1345.5;918.85;cam;suv
CC268;HD-TVI EXIR 5MP Bullet Cam IR 30m 2.8mm;1154;775;1327.1;891.25;cam;suv
CC268-1;HD-TVI EXIR 5MP Bullet Cam IR 80m MVF;2547;1740;2929.05;2001;cam;suv
;HIKVISION HD-TVI DOME CAMERAS;;;0;0;cam;suv
CC386-1;HIK HD-TVI Dome 4 in 1 1080P IR25m 2.8mm;584;399;671.6;458.85;cam;suv
CC386-2;HIK HD-TVI Dome 4in1 1080P IR 20M 3.6mm;520;355;598;408.25;cam;suv
CC386-6;HD-TVI Plastic Dome Cam 1080p IR 20m;303;195;348.45;224.25;cam;suv
CC386-8;HD-TVI ColorVu Dome Camera 1080p - 2.8mm;1645;1124;1891.75;1292.6;cam;suv
CC386-9;HD-TVI ColorVu Dome Camera 1080p - 2.8mm;776;530;892.4;609.5;cam;suv
CC386-13;2MP Dual Light Audio Fixed Turret 2.8mm;601;410;691.15;471.5;cam;suv
CC387;HIK HD-TVI Dome 720p EXIR IR 40M 3.6mm;663;453;762.45;520.95;cam;suv
CC387-1;HIK HD-TVI Dome 1080p EXIR 40M 3.6mm;874;595;1005.1;684.25;cam;suv
CC388-2;HIK HD-TVI Turret Cam 1080p IR40m VF;1301;889;1496.15;1022.35;cam;suv
CC269;HD-TVI EXIR 5MP Turret Cam IR 30m 2.8mm;1293;883;1486.95;1015.45;cam;suv
CC269-1;HD-TVI EXIR 5MP Dome Cam IR60m MVF;2307;1576;2653.05;1812.4;cam;suv
;PTZ CAMERAS & ACCESSORIES - HIKVISION;;;0;0;;suv
CC98-3;HIK HD-TVI PTZ Camera CMOS 1080p 25 x OZ;6895;4712;7929.25;5418.8;cam;suv
CC95-1;HIK Speed Dome Keyboard Network Control;5481.62;3741;6303.863;4302.15;cam;suv
CC468-2;HIK PTZ Brkt Pendant Mnt for CC99 CC99-1;536;366;616.4;420.9;cam;suv
CC468-3;HIK PTZ Bracket Corner Mount White;664;452;763.6;519.8;cam;suv
CC468-4;HIK PTZ Bracket Pole Mount White;664;453;763.6;520.95;cam;suv
CC468-5;HIK Compact PTZ Bracket Wall Mount White;458;312;526.7;358.8;cam;suv
CC468-10;HIK Speed Dome EI Coupling Ring White;108;74;124.2;85.1;cam;suv
CA21;SP Uni Cam Mnt Enclose 115x115x48mm;58;39;66.7;44.85;cam;suv
CA21-5;SP Enclose Blk Uni Cam Mnt 115x115x48mm;58;39;66.7;44.85;cam;suv
CA21-1;SP L Uni Cam Mnt Enclose 161x161x48mm Wh;88;59;101.2;67.85;cam;suv
;;;;0;0;;suv
Prices are subject to change without prior notice.;;;;0;0;;suv
E&OE. Valid until 31st March 2023.;Page: 6;;;0;0;;suv
www.REGALSECURITY.co.za;05-03-2023;;;0;0;;suv
;;;;0;0;;suv
Trade Price List;;;;0;0;;suv
SURVEILLANCE;;;;0;0;;suv
Our Code;Item Description;;Retail Excl VAT;0;#VALUE!;;suv
NVR's - Mini Embedded HIKVISION;;;;0;0;;suv
CD61-1;HIK 4Ch Mini NVR 25Mbps 1 SATA H;;3732;0;4291.8;nvr;suv
CD62-1;HIK 8Ch Mini NVR 50Mbps 1 SATA 1;;4934;0;5674.1;nvr;suv
CD64-1;HIK 4Ch Mini NVR 1SATA 1HDMI No PoE 1TBH;;2792;0;3210.8;nvr;suv
CD65-1;HIK 8Ch Mini NVR 1SATA 1HDMI No PoE 2TBH;;3332;0;3831.8;nvr;suv
NVR's - Embedded HIKVISION;;;;0;0;nvr;suv
CD70-4;HIK 8 Ch NVR 80Mbps 8 PoE - 2 SATA Bay;;5485;0;6307.75;nvr;suv
CD70-5;HIK 8 Ch NVR 80Mbps 8 PoE 2 SATA 2TB HD;;7278;0;8369.7;nvr;suv
CD70-6;HIK 8 Ch NVR 80Mbps 8 PoE 2 SATA 4TBHDD;;8306;0;9551.9;nvr;suv
CD71-4;HIK 8 Ch NVR 80Mbps;Alarm IO 2SATA NoPo;3316;#VALUE!;3813.4;nvr;suv
CD71-5;HIK 8 Ch NVR 80Mbps IO 2 SATA No PoE 3T;;5758;0;6621.7;nvr;suv
CD72-4;HIK 16 Ch NVR 160Mbps Alarm IO - No PoE;;3779;0;4345.85;nvr;suv
CD72-5;HIK 16 Ch NVR 160Mbps IO - No PoE  3TB;;6235;0;7170.25;nvr;suv
CD75;NVR HIKVISION 16 Channel Embedded no PoE;;7926;0;9114.9;nvr;suv
CD75-1;HIK 16Ch NVR 160Mbps No PoE 2SATA 3TBHDD;;9197;0;10576.55;nvr;suv
CD76-9;HIK 16Ch NVR 160Mbps 16PoE 2SATA AlarmIO;;7842;0;9018.3;nvr;suv
CD76-3;HIK 16 Ch NVR 160Mbps 16PoE Alarm IO 3TB;;10047;0;11554.05;nvr;suv
CD90;HIK 16ch AcuSense NVR with 4ch False Ala;;12221;0;14054.15;nvr;suv
CD92;16 Channel AcuSense NVR 256Mbps with 16;;13463;0;15482.45;nvr;suv
CD94;HIK 16 Ch DeepInMind NVR with No PoE;;51190;0;58868.5;nvr;suv
CD74;HIK 32 Channel Embedded NVR 9632;;28516;0;32793.4;nvr;suv
CD74-1;HIK 32 Channel Embedded NVR 9632 3TB HDD;;28964.3;0;33308.945;nvr;suv
CD91;HIK 32ch AcuSense NVR with 4ch False Ala;;13582;0;15619.3;nvr;suv
CD93;32 Channel AcuSense NVR 256Mbps with 16;;17871;0;20551.65;nvr;suv
CD95;HIK 32 Ch DeepInMind NVR with No PoE;;54394;0;62553.1;nvr;suv
CD77;HIKVISION Embedded NVR 64 Channel 160Mbp;;43691;0;50244.65;nvr;suv
CD77-1;HIKVISION NVR 64 Channel 160Mbp 4TBHDD;;45421;0;52234.15;nvr;suv
CDC999-HC;CCTV R250 Dell Video Management Server;;82668;0;95068.2;nvr;suv
CDC999-VSS;CCTV R250 VSS Video Management Server;;79469;0;91389.35;nvr;suv
;;;;0;0;;suv
Prices are subject to change without prior notice.;;;;0;0;;suv
E&OE. Valid until 31st March 2023.;Page: 7;;;0;0;;suv
www.REGALSECURITY.co.za;05-03-2023;;;0;0;;suv
;;;;0;0;;suv
Trade Price List;;;;0;0;;suv
SURVEILLANCE;;;;0;0;;suv
Our Code;Item Description;;Retail Excl VAT;0;#VALUE!;;suv
IP CAMERAS - HIKVISION Bullets;;;;0;0;;suv
CC400;HIK 2MP Mini Bullet Cam 2.8mm EasyIP 1.0;;1951;0;2243.65;cam_ip;suv
CC400-1;HIK 2MP Dome Cam 2.8mm Lens EasyIP 1.0;;2091;0;2404.65;cam_ip;suv
CC400-2;HIK 4MP Mini Bullet Cam IR30m EasyIP 1.0;;2198;0;2527.7;cam_ip;suv
CC401;HIK 2MP Bullet Cam IR60m 2.8-12mm EasyIP;;3830.24;0;4404.776;cam_ip;suv
CC401-1;HIK 2MP Dome Cam IR40m 2.8-12mm EasyIP;;4052.97;0;4660.9155;cam_ip;suv
CC409-AS;2MP AcuSense Bullet Cam - 2.8mm Fixed;;3278;0;3769.7;cam_ip;suv
CC409-2TAS;2MP AcuSense Bullet Cam - 6mm Fixed Lens;;3216.29;0;3698.7335;cam_ip;suv
CC409-4TAS;4MP AcuSense Bullet Cam - 4mm Fixed Lens;;3792;0;4360.8;cam_ip;suv
CC409-6;HIK IP Cam 2MP Bullet IR 20M - 4mm IP66;;2926.17;0;3365.0955;cam_ip;suv
CC409-16;HIK IP Cam 2MP Bullet IR 30M 2.8mm IP67;;2972;0;3417.8;cam_ip;suv
CC409-8;HIK IP Cam 2MP EXIR Bullet 50M 6mm IP66;;3369;0;3874.35;cam_ip;suv
CC409-10;HIK IP Cam 2MP EXIR Bullet 80M 6mm IP66;;3521;0;4049.15;cam_ip;suv
CC409-14;2MP ColorVu - Acusense Bullet 4mm Fixed;;3960;0;4554;cam_ip;suv
CC409-15;4MP ColorVu - AcuSense Bullet 4mm Fixed;;4355;0;5008.25;cam_ip;suv
CC409-16;HIK IP Cam 2MP Bullet IR 30M 2.8mm IP67;;2972;0;3417.8;cam_ip;suv
CC409-17;2MP ColorVu - AcuSense Mini Bullet 2.8mm;;3257.32;0;3745.918;cam_ip;suv
CC409-18;4MP ColorVu - AcuSense Mini Bullet 2.8mm;;3756.98;0;4320.527;cam_ip;suv
CC409-W;2MP AcuSense Bullet - IR 30m - 2.8mm;;3038.99;0;3494.8385;cam_ip;suv
CC410-2;HIK IP Cam 2MP Bullet;50m MVF 2.8-12mm;5544.62;#VALUE!;6376.313;cam_ip;suv
CC410-2B;HIK IP Cam 2MP Bullet IR 50M MVF 2.8-12m;;5209.07;0;5990.4305;cam_ip;suv
CC410-AS;2MP AcuSense Bullet Camera - MVF 2.8-12m;;5269.15;0;6059.5225;cam_ip;suv
CC410-4;HIK IP Cam 4MP Bullet IR 50m MVF 2.8-12m;;17378;0;19984.7;cam_ip;suv
CC406;HIK IP Cam 4MP Darkfighter Bullet IR30m;;3479;0;4000.85;cam_ip;suv
CC406-1;HIK IP Cam 4MP AcuSense Bullet IR60m;;3582;0;4119.3;cam_ip;suv
CC406-2;HIK IP Cam 4MP AcuSense Bullet IR80m;;3726.21;0;4285.1415;cam_ip;suv
CC406-3;HIK IP Cam 4MP Darkfighter Bullet IR50m;;7163;0;8237.45;cam_ip;suv
CC406-10;8MP Bullet Camera - IR 30m - 4mm Fixed L;;4052;0;4659.8;cam_ip;suv
CC406-11;8MP Bullet Camera - IR 50m - MVF 2.8-12m;;8492;0;9765.8;cam_ip;suv
CC406-12;8MP EXIR Bullet Camera - IR 80m - 6mm Fi;;5128;0;5897.2;cam_ip;suv
CC406-B;4MP AcuSense Bullet Cam - IR 40m - 2.8mm;;3247.06;0;3734.119;cam_ip;suv
CC409-W;2MP AcuSense Bullet - IR 30m - 2.8mm;;3038.99;0;3494.8385;cam_ip;suv
CC513;HIK 7L IP Cam 2MP Bullet DL ANPR MVF;;11147;0;12819.05;cam_ip;suv
CC513-2;HIK 7L IP Cam 2MP Bullet DL ANPR 8-32mm;;13257;0;15245.55;cam_ip;suv
CC513-6;2MP ANPR Bullet Cam - IR 50m - MVF;;13186;0;15163.9;cam_ip;suv
CC515;HIK 4MP Smart Bullet Cam IR 200m - MVF;;15732.72;0;18092.628;cam_ip;suv
IP CAMERAS - HIKVISION Domes;;;;0;0;cam_ip;suv
CC400-1;HIK 2MP Dome Cam 2.8mm Lens EasyIP 1.0;;2091;0;2404.65;cam_ip;suv
CC400-3;HIK 4MP Mini Dome Cam IR30m EasyIP 1.0;;2170;0;2495.5;cam_ip;suv
CC401-1;HIK 2MP Dome Cam IR40m 2.8-12mm EasyIP;;4052.97;0;4660.9155;cam_ip;suv
CC407-2;HIK IP Cam 2MP Mini Dome IR 10M 2.8mm;;3641;0;4187.15;cam_ip;suv
CC407-5;4MP Darkfighter Mini Dome Camera - IR 10;;4054;0;4662.1;cam_ip;suv
CC408-AS;2MP AcuSense Dome Cam - 4mm Fixed Lens;;3002.36;0;3452.714;cam_ip;suv
CC408-6;HIK IP Cam 2MP Dome IR 30M - 4mm - IP67;;3185;0;3662.75;cam_ip;suv
CC408-9;HIK IP Cam 2MP Dome IR 30m MVF 2.8-12mm;;6162;0;7086.3;cam_ip;suv
CC408-11;HIK IP Cam 2MP Dome IR 30M - 2.8mm IP67;;3170;0;3645.5;cam_ip;suv
CC408-14;4MP AcuSense Dome Cam IR 30m 2.8mm Lens;;3430;0;3944.5;cam_ip;suv
CC408-14B;4MP AcuSense Dome Cam - IR 30m - 2.8mm;;3080.02;0;3542.023;cam_ip;suv
CC408-15;4MP AcuSense Dome Cam IR 30m MVF 2.8-12m;;6492;0;7465.8;cam_ip;suv
CC408-16;4MP AcuSense Dome Camera - IR 30m - 4mm;;2927.63;0;3366.7745;cam_ip;suv
CC408-20;8MP Dome Camera - IR 30m - 2.8mm Fixed L;;4392.91;0;5051.8465;cam_ip;suv
CC408-21;8MP Dome Camera  - IR 30m - MVF 2.8-12mm;;7887.61;0;9070.7515;cam_ip;suv
CC408-23;Hik 2MP ColorVu Dome Cam 2.8mm IP67 IK10;;3593;0;4131.95;cam_ip;suv
CC435-4;2MP AcuSense Turret Cam - IR 30m- 2.8mm;;2603;0;2993.45;cam_ip;suv
WiFi CAMERAS - HIKVISION;;;;0;0;cam_ip;suv
CC599;Wi-Fi Bullet Camera C3TN 3MP 2.8mm Lens;;1396;0;1605.4;cam_ip;suv
CC599-1;Wi-Fi PT Camera C6N 2MP 4mm Lens;;964;0;1108.6;cam_ip;suv
CC599-2;Wi-Fi Flood Light Camera LC1C 2MP;;3611;0;4152.65;cam_ip;suv
CC599-3;Wi-Fi Bullet Camera C3W 4MP 2.8mm Lens;;2235;0;2570.25;cam_ip;suv
CC599-4;Wi-Fi Battery Powered Camera BC1C 2MP;;3028;0;3482.2;cam_ip;suv
CC599-5;Wi-Fi PT Camera Outdoor C8C 2MP 4mm Lens;;1973;0;2268.95;cam_ip;suv
CC599-6;Wi-Fi Door Light Camera LC3 4MP;;2807;0;3228.05;cam_ip;suv
CC599-7;Solar Panel;;813;0;934.95;cam_ip;suv
CC599-8;Wi-Fi PT Camera C8PF Dual-Lens 2MP;;2794;0;3213.1;cam_ip;suv
CC599-9;Wi-Fi Battery Powered Video Doorbell DB2;;3024;0;3477.6;cam_ip;suv
CC599-10;Wi-Fi Battery Powered Camera CB3 2MP;;2356;0;2709.4;cam_ip;suv
CC599-11;Wi-Fi PT Battery Powered Camera HB8;;3814;0;4386.1;cam_ip;suv
Prices are subject to change without prior notice.;;;;0;0;;suv
E&OE. Valid until 31st March 2023.;;;;0;0;;suv
;;;www.REGALSECURITY.co.za;0;#VALUE!;;suv
;;;;0;0;;suv
Trade Price List;;;;0;0;;suv
SURVEILLANCE;;;;0;0;;suv
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;;suv
;IP CAMERAS - Deep In View;;;0;0;;suv
CC444;HIK Dual Lens People Counting Cam 2.0mm;20439.2;13949;23505.08;16041.35;cam_ip;suv
CC500;Hikvision 2MP Facial Capture Dome Cam;12188.21;8318;14016.4415;9565.7;cam_ip;suv
CC500-1;Hikvision 2MP Facial Capture Dome Cam;12683.47;8656;14585.9905;9954.4;cam_ip;suv
CC501;Hikvision 2MP Facial Capture Bullet Cam;13209.51;9015;15190.9365;10367.25;cam_ip;suv
;;;;0;0;cam_ip;suv
CC501-1;Hikvision 2MP Facial Capture Bullet Cam;16343.74;11154;18795.301;12827.1;cam_ip;suv
CC504;4MP Facial Recognition Camera IR30m;11934.71;8145;13724.9165;9366.75;cam_ip;suv
CC504-1;HIK 4MP Facial Recognition Dome IR50m;13198;9017;15177.7;10369.55;cam_ip;suv
;IP CAMERAS - HIKVISION Other;;;0;0;cam_ip;suv
CC428-1;"HIK Cam IP 1-3"" 6MP CMOS WDR Fisheye";17385;11881;19992.75;13663.15;cam_ip;suv
CC428-2;HIK IP Cam 5MP Fisheye IR 8m - 1.05mm;4509;3081;5185.35;3543.15;cam_ip;suv
CC428-4;"HIK IP Cam 1-3""CMOS 2mm 12MP WDR Fisheye";19016;12992;21868.4;14940.8;cam_ip;suv
CC439-2;IP Camera LPinhole Covert 2 MP;7065;4828;8124.75;5552.2;cam_ip;suv
CC700;4MP Solar Power Bullet Camera - Incl 4G;7868.56;5370;9048.844;6175.5;cam_ip;suv
;THERMAL NETWORK CAMERAS;;;0;0;cam_ip;suv
CC348;HIK Thermal Bullet 7mm 384 x 288 - IP67;58304.99;39791;67050.7385;45759.65;cam_ip;suv
CC349;HIK Thermal Bullet 10mm 384 x 288 - IP67;53334.76;36399;61334.974;41858.85;cam_ip;suv
CC350;HIK Thermal Bullet Cam 384 x 288 15mm;54220;37055;62353;42613.25;cam_ip;suv
CC351;HIK Thermal Bullet Cam 384 x 288 25mm;60584;41404;69671.6;47614.6;cam_ip;suv
CC351-1;Thermal Bullet Cam 384 x 288 Res 35mm;65938;45063;75828.7;51822.45;cam_ip;suv
CC352;HIK Thermal Bullet Cam 640 x 512 15mm;104949.28;71624;120691.672;82367.6;cam_ip;suv
CC353;HIK Thermal Bullet Cam 640 x 512 25mm;104949.28;71624;120691.672;82367.6;cam_ip;suv
CC354;HIK Thermal Dual Lens Bullet Cam - 25mm;68670.39;46865;78970.9485;53894.75;cam_ip;suv
On;;;;0;0;cam_ip;suv
CC355;HIK Thermal Dual Lens Bullet CaM - 50mm;123536.37;84309;142066.8255;96955.35;cam_ip;suv
;;;Request;0;#VALUE!;cam_ip;suv
CC356;HIK Thermal Bullet Cam - 75mm Lens;132540.52;90454;152421.598;104022.1;cam_ip;suv
CC358-1;HIK Thermal PT 25mm - IR 150M Dual Lens;120797;82555;138916.55;94938.25;cam_ip;suv
CC359-1;HIK Thermal PT 50mm - IR 150M Dual Lens;151765;103719;174529.75;119276.85;cam_ip;suv
CC360;Thermal Dual Lens Eco Bullet Cam - 7mm;9946;6797;11437.9;7816.55;cam_ip;suv
CC360-1;Thermal Dual Lens Eco Bullet Cam - 10mm;10486;7166;12058.9;8240.9;cam_ip;suv
CC361;Thermal Dual Lens Eco Dome Camera - 3mm;9672;6610;11122.8;7601.5;cam_ip;suv
CC361-1;Thermal Dual Lens Eco Dome Camera - 7mm;9685.51;6610;11138.3365;7601.5;cam_ip;suv
CC361-2;Hik Dual Lens Turret Cam - 3mm;10822;6291;12445.3;7234.65;cam_ip;suv
IP CAMERAS - HIKVISION Brackets & Junction Boxes;;;;0;0;cam_ip;suv
CC198;HIK Dome Wall Mount Brkt for IP VF Domes;369;257;424.35;295.55;cam_ip;suv
CC198-3;HIK Fisheye Pendant Brkt for CC428 Only;637;435;732.55;500.25;cam_ip;suv
CC198-4;HIK Fisheye Junction Box for CC428 Only;239;163;274.85;187.45;cam_ip;suv
CC198-5;HIK Dome Wall Mount Brkt for Mini-Domes;412;281;473.8;323.15;cam_ip;suv
CC198-6;HIK Dome Wall Mnt Brkt & Box for VF Dome;583;398;670.45;457.7;cam_ip;suv
CC198-9;HIK Wall Mount Bracket for VF Dome White;756;516;869.4;593.4;cam_ip;suv
CC198-10;HIK Wall Mount Bracket for IP Domes;379;258;435.85;296.7;cam_ip;suv
CC198-11;HIK Mini Dome Junction Box White;480;328;552;377.2;cam_ip;suv
CC198-12;HIK Junction Box Camera Bracket - White;458;305;526.7;350.75;cam_ip;suv
CC198-13;HIK Junction Box Camera Bracket White;301;205;346.15;235.75;cam_ip;suv
CC198-14;HIK Junction Box Dome Cam Bracket White;253;172;290.95;197.8;cam_ip;suv
CC198-15;HIK Cam Bracket Power Box  for CC409-2;358;230;411.7;264.5;cam_ip;suv
CC198-16;Wall mount bracket PanoVu Mini Series In;395;264;454.25;303.6;cam_ip;suv
CA21;SP Uni Cam Mnt Enclose 115x115x48mm;58;39;66.7;44.85;cam_ip;suv
CA21-1;SP L Uni Cam Mnt Enclose 161x161x48mm Wh;88;59;101.2;67.85;cam_ip;suv
CA21-5;SP Enclose Blk Uni Cam Mnt 115x115x48mm;58;39;66.7;44.85;cam_ip;suv
;;;;0;0;;suv
Prices are subject to change without prior notice.;;;;0;0;;suv
E&OE. Valid until 31st March 2023.;Page: 9;;;0;0;;suv
www.REGALSECURITY.co.za;05-03-2023;;;0;0;;suv
;;;;0;0;;suv
Trade Price List;;;;0;0;;suv
SURVEILLANCE;;;;0;0;;suv
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;;suv
;IP CAMERAS - HIKVISION PTZ Domes & Accessories;;;0;0;;suv
CC466-2;HIKVISION Camera PTZ 2MP 25 x OZ IR 50m;12840.26;8763;14766.299;10077.45;cam_ip;suv
CC466-3;HIKVISION PTZ 2MP - 25 x OZ ? IR 100m;10256;7009;11794.4;8060.35;cam_ip;suv
CC467;HIKVISION Camera PTZ 2MP 25 x OZ;11807.23;8058;13578.3145;9266.7;cam_ip;suv
CC467-7;HIKVISION Cam PTZ 2MP IR 150m 25 x OZ;14311.4;9767;16458.11;11232.05;cam_ip;suv
CC467-7-1;Hik  2MP Outdoor PTZ Cam - IR 200m;14961;10224;17205.15;11757.6;cam_ip;suv
CC467-10;HIKV 4 MP 25X Powered;12255;8375;14093.25;9631.25;cam_ip;suv
